X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
OPG (ng/ml),IL-8 (pg/ml),0.23885,0.2341193,0.08488999,0.23885,5.087463,0.0687801
Mesothelin (ng/ml),CA-125 (U/ml),0.2381,0.23752539,0.07796,0.2381,5.087463,-0.02397128
GDF15 (ng/ml),G-CSF (pg/ml),0.23803,0.23310716,0.06868,0.23803,5.087463,0.07016291
sEGFR (pg/ml),FGF2 (pg/ml),0.23726,0.19399786,0.034549996,0.23726,5.087463,-0.20799553
IL-6 (pg/ml),Angiopoietin-2 (pg/ml),0.23623,0.21201561,0.04536,0.23623,5.087463,0.15560971
Kallikrein-6 (pg/ml),HGF (pg/ml),0.23593,0.1764796,0.026120007,0.23593,5.087463,-0.24382453
sEGFR (pg/ml),HGF (pg/ml),0.23553,0.20253366,0.030760005,0.23553,5.087463,-0.18164895
sEGFR (pg/ml),IL-6 (pg/ml),0.23547,0.22749457,0.026779994,0.23547,5.087463,-0.08930526
Midkine (pg/ml),AXL (pg/ml),0.23543,0.20443025,0.013490006,0.23543,5.087463,0.17606747
sHER2/sEGFR2/sErbB2 (pg/ml),AXL (pg/ml),0.23527,0.08637783,0.019790001,0.23527,5.087463,0.38586548
Midkine (pg/ml),CA-125 (U/ml),0.23515,0.2345064,0.09974,0.23515,5.087463,0.025369216
Thrombospondin-2 (pg/ml),sPECAM-1 (pg/ml),0.23502,0.13467625,0.05285,0.23502,5.087463,0.31677082
HGF (pg/ml),AFP (pg/ml),0.23495,0.2302026,0.03593,0.23495,5.087463,0.06890147
Midkine (pg/ml),CA19-9 (U/ml),0.23455,0.22963563,0.07821,0.23455,5.087463,-0.07010259
Midkine (pg/ml),AFP (pg/ml),0.23441,0.23407309,0.09129,0.23441,5.087463,-0.018355276
TIMP-1 (pg/ml),sFas (pg/ml),0.23353,0.18183582,0.02282001,0.23353,5.087463,0.22736354
Mesothelin (ng/ml),AXL (pg/ml),0.23331,0.11355554,0.03132999,0.23331,5.087463,0.34605557
Mesothelin (ng/ml),HE4 (pg/ml),0.23331,0.22128762,0.07168999,0.23331,5.087463,0.10964659
Midkine (pg/ml),IL-6 (pg/ml),0.23167,0.23131941,0.09014,0.23167,5.087463,-0.018723978
IL-8 (pg/ml),CD44 (ng/ml),0.23079,0.22579835,0.06704001,0.23079,5.087463,-0.07065158
NSE (ng/ml),Galectin-3 (ng/ml),0.23044,0.21477386,0.0119,0.23044,5.087463,0.12516443
CEA (pg/ml),CA19-9 (U/ml),0.23021,0.107568756,0.06487,0.23021,5.087463,0.35020173
sPECAM-1 (pg/ml),Kallikrein-6 (pg/ml),0.22956,0.1564224,0.023540005,0.22956,5.087463,0.27043962
IL-8 (pg/ml),DKK1 (ng/ml),0.22936,0.22761068,0.03239,0.22936,5.087463,0.041824818
TIMP-1 (pg/ml),CYFRA 21-1 (pg/ml),0.22899,0.20821036,0.040769994,0.22899,5.087463,0.14415143
OPN (pg/ml),Myeloperoxidase (ng/ml),0.2287,0.20262554,0.04297,0.2287,5.087463,0.16147587
AXL (pg/ml),Angiopoietin-2 (pg/ml),0.2282,0.20305827,0.043300003,0.2282,5.087463,0.15856142
OPN (pg/ml),CA-125 (U/ml),0.22811,0.21282993,0.047010005,0.22811,5.087463,0.12361257
TIMP-2 (pg/ml),CA-125 (U/ml),0.2275,0.21941736,0.040360004,0.2275,5.087463,0.089903526
Mesothelin (ng/ml),CA19-9 (U/ml),0.22621,0.2134284,0.08107,0.22621,5.087463,-0.11305578
sEGFR (pg/ml),Kallikrein-6 (pg/ml),0.22603,0.119950615,0.023499995,0.22603,5.087463,0.32569832
HGF (pg/ml),FGF2 (pg/ml),0.22585,0.2214829,0.033540003,0.22585,5.087463,0.06608402
sFas (pg/ml),Midkine (pg/ml),0.22545,0.21359274,0.030250013,0.22545,5.087463,-0.10889106
IL-8 (pg/ml),GDF15 (ng/ml),0.22536,0.22510333,0.024739996,0.22536,5.087463,0.016020799
Galectin-3 (ng/ml),CYFRA 21-1 (pg/ml),0.22473,0.22324054,0.031230003,0.22473,5.087463,0.03859346
TIMP-1 (pg/ml),IL-8 (pg/ml),0.22439,0.22369495,0.015009999,0.22439,5.087463,0.026363749
SHBG (nM),Mesothelin (ng/ml),0.2235,0.20425427,0.037650004,0.2235,5.087463,0.13872898
TIMP-1 (pg/ml),Angiopoietin-2 (pg/ml),0.22336,0.12148148,0.023389995,0.22336,5.087463,0.31918415
TIMP-2 (pg/ml),OPG (ng/ml),0.2231,0.117385656,0.06509,0.2231,5.087463,0.32513744
Myeloperoxidase (ng/ml),CYFRA 21-1 (pg/ml),0.22293,0.22272773,0.043840006,0.22293,5.087463,0.014222148
DKK1 (ng/ml),CD44 (ng/ml),0.22204,0.18009424,0.021080002,0.22204,5.087463,-0.20480663
Midkine (pg/ml),DKK1 (ng/ml),0.22203,0.22195576,0.084350005,0.22203,5.087463,0.008616085
Endoglin (pg/ml),CA 15-3 (U/ml),0.22156,0.19002283,0.023760006,0.22156,5.087463,0.17758708
TIMP-1 (pg/ml),PAR (pg/ml),0.22143,0.18890524,0.036960006,0.22143,5.087463,0.18034622
G-CSF (pg/ml),FGF2 (pg/ml),0.22139,0.22125618,0.04185,0.22139,5.087463,0.011567899
TIMP-2 (pg/ml),DKK1 (ng/ml),0.22126,0.21860737,0.05754,0.22126,5.087463,-0.051503696
Kallikrein-6 (pg/ml),AFP (pg/ml),0.22109,0.2132934,0.0347,0.22109,5.087463,-0.088298395
OPG (ng/ml),CYFRA 21-1 (pg/ml),0.22056,0.21870968,0.06762999,0.22056,5.087463,0.043015335
NSE (ng/ml),IL-8 (pg/ml),0.21983,0.21944995,0.058660008,0.21983,5.087463,-0.019494971
OPG (ng/ml),CA19-9 (U/ml),0.21966,0.21944433,0.1249,0.21966,5.087463,-0.014685543
sEGFR (pg/ml),PAR (pg/ml),0.21903,0.11869398,0.02143,0.21903,5.087463,0.3167586
NSE (ng/ml),Midkine (pg/ml),0.219,0.21619633,0.045169994,0.219,5.087463,-0.05294963
TIMP-2 (pg/ml),Myeloperoxidase (ng/ml),0.21893,0.21626873,0.021860003,0.21893,5.087463,-0.051587462
FGF2 (pg/ml),AFP (pg/ml),0.21881,0.19579075,0.040580004,0.21881,5.087463,0.15172096
Thrombospondin-2 (pg/ml),AXL (pg/ml),0.21813,0.11942712,0.03628,0.21813,5.087463,0.31417015
sEGFR (pg/ml),Midkine (pg/ml),0.21806,0.17848738,0.016310006,0.21806,5.087463,0.1989287
TIMP-1 (pg/ml),CA19-9 (U/ml),0.21725,0.21501435,0.066039994,0.21725,5.087463,0.04728264
Kallikrein-6 (pg/ml),G-CSF (pg/ml),0.21638,0.19010875,0.020959996,0.21638,5.087463,-0.16208407
TIMP-1 (pg/ml),TGFa (pg/ml),0.21542,0.21536276,0.04331,0.21542,5.087463,-0.0075653647
OPG (ng/ml),G-CSF (pg/ml),0.21529,0.080202326,0.08546001,0.21529,5.087463,0.36754274
OPG (ng/ml),DKK1 (ng/ml),0.21482,0.18088864,0.039649993,0.21482,5.087463,0.18420467
OPG (ng/ml),HGF (pg/ml),0.21464,0.14060357,0.07692,0.21464,5.087463,0.27209637
TIMP-1 (pg/ml),Galectin-3 (ng/ml),0.21455,0.1928507,0.023560002,0.21455,5.087463,0.14730686
Thrombospondin-2 (pg/ml),Angiopoietin-2 (pg/ml),0.21435,-0.084630355,0.02674,0.21435,5.087463,0.54679096
PAR (pg/ml),OPN (pg/ml),0.21386,0.19810495,0.056050003,0.21386,5.087463,0.12551914
IL-8 (pg/ml),AFP (pg/ml),0.21372,0.21366243,0.048150003,0.21372,5.087463,-0.007586796
sHER2/sEGFR2/sErbB2 (pg/ml),Galectin-3 (ng/ml),0.21347,0.15492702,0.026229993,0.21347,5.087463,-0.24195656
sHER2/sEGFR2/sErbB2 (pg/ml),PAR (pg/ml),0.21316,0.124478415,0.062819995,0.21316,5.087463,0.29779452
sFas (pg/ml),Mesothelin (ng/ml),0.21312,0.18115045,0.02053,0.21312,5.087463,-0.17880028
OPN (pg/ml),Angiopoietin-2 (pg/ml),0.21207,0.16626227,0.030300006,0.21207,5.087463,0.2140274
Thrombospondin-2 (pg/ml),Follistatin (pg/ml),0.21173,0.21081987,0.039739996,0.21173,5.087463,0.030168388
GDF15 (ng/ml),DKK1 (ng/ml),0.21171,0.14361241,0.040520012,0.21171,5.087463,0.26095515
TIMP-1 (pg/ml),CA-125 (U/ml),0.2113,0.20094995,0.04348001,0.2113,5.087463,0.10173517
sPECAM-1 (pg/ml),Mesothelin (ng/ml),0.21125,0.1696781,0.015500009,0.21125,5.087463,0.20389189
PAR (pg/ml),Mesothelin (ng/ml),0.21114,0.17258468,0.011940002,0.21114,5.087463,0.19635507
sEGFR (pg/ml),OPN (pg/ml),0.21052,0.1622953,0.015660003,0.21052,5.087463,-0.21960124
SHBG (nM),Galectin-3 (ng/ml),0.21025,0.19609898,0.02471,0.21025,5.087463,-0.11895806
Midkine (pg/ml),Kallikrein-6 (pg/ml),0.21015,0.15790951,0.025200002,0.21015,5.087463,0.2285618
OPG (ng/ml),AFP (pg/ml),0.20997,0.20996308,0.07921,0.20997,5.087463,-0.0026299641
GDF15 (ng/ml),CA19-9 (U/ml),0.2094,0.20746675,0.03809999,0.2094,5.087463,0.04396864
Kallikrein-6 (pg/ml),AXL (pg/ml),0.2092,0.14386266,0.028220013,0.2092,5.087463,0.25561166
SHBG (nM),CD44 (ng/ml),0.2092,0.17926249,0.030849993,0.2092,5.087463,0.17302458
Leptin (pg/ml),HGF (pg/ml),0.20919,0.2091897,0.028549999,0.20919,5.087463,5.430477E-4
sHER2/sEGFR2/sErbB2 (pg/ml),NSE (ng/ml),0.20907,0.18810698,0.026050001,0.20907,5.087463,-0.14478609
Myeloperoxidase (ng/ml),FGF2 (pg/ml),0.2088,0.20871066,0.014419999,0.2088,5.087463,0.009452419
TIMP-1 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.20819,0.15917106,0.030439988,0.20819,5.087463,-0.2214022
Kallikrein-6 (pg/ml),Galectin-3 (ng/ml),0.20758,0.1682274,0.07001001,0.20758,5.087463,-0.19837488
FGF2 (pg/ml),CA 15-3 (U/ml),0.20738,0.18484855,0.07377,0.20738,5.087463,-0.15010479
sPECAM-1 (pg/ml),HGF (pg/ml),0.2073,0.20592168,0.057940006,0.2073,5.087463,0.037125774
sFas (pg/ml),OPG (ng/ml),0.20724,0.1765644,0.078260005,0.20724,5.087463,0.17514454
Leptin (pg/ml),CA-125 (U/ml),0.20661,0.19754304,0.028329998,0.20661,5.087463,-0.09522053
HE4 (pg/ml),Galectin-3 (ng/ml),0.20644,0.20297864,0.07848,0.20644,5.087463,-0.05883338
Mesothelin (ng/ml),IL-6 (pg/ml),0.2061,0.20583624,0.06931,0.2061,5.087463,0.016240861
sPECAM-1 (pg/ml),DKK1 (ng/ml),0.2059,0.09579129,0.04744999,0.2059,5.087463,0.33182633
Endoglin (pg/ml),AXL (pg/ml),0.20556,0.17956494,0.018260002,0.20556,5.087463,0.16122985
TGFa (pg/ml),Prolactin (pg/ml),0.20556,0.20518327,0.08059,0.20556,5.087463,-0.019409688
OPG (ng/ml),Mesothelin (ng/ml),0.2055,0.17585985,0.03906001,0.2055,5.087463,0.17216316
sEGFR (pg/ml),Myeloperoxidase (ng/ml),0.20549,0.19457124,0.014499992,0.20549,5.087463,-0.10449285
NSE (ng/ml),Kallikrein-6 (pg/ml),0.20548,0.18692154,0.0124699995,0.20548,5.087463,-0.13622941
Myeloperoxidase (ng/ml),Angiopoietin-2 (pg/ml),0.2049,0.20196761,0.022039995,0.2049,5.087463,0.054151453
Follistatin (pg/ml),Angiopoietin-2 (pg/ml),0.20488,0.19165626,0.0247,0.20488,5.087463,0.11499454
Mesothelin (ng/ml),HGF (pg/ml),0.20469,0.1711084,0.0317,0.20469,5.087463,-0.18325281
TGFa (pg/ml),OPN (pg/ml),0.20464,0.18796423,0.06073001,0.20464,5.087463,0.12913467
Myeloperoxidase (ng/ml),Mesothelin (ng/ml),0.20458,0.18571839,0.02827999,0.20458,5.087463,-0.13733755
CA 15-3 (U/ml),AFP (pg/ml),0.20401,0.18347222,0.02194,0.20401,5.087463,0.14331006
Thrombospondin-2 (pg/ml),GDF15 (ng/ml),0.20376,0.10105155,0.052739993,0.20376,5.087463,0.3204816
NSE (ng/ml),CA 15-3 (U/ml),0.20373,0.16110879,0.020109996,0.20373,5.087463,-0.20644903
TIMP-2 (pg/ml),FGF2 (pg/ml),0.20364,0.19574672,0.038200006,0.20364,5.087463,-0.088844106
HGF (pg/ml),Angiopoietin-2 (pg/ml),0.20354,0.18634424,0.026189998,0.20354,5.087463,0.13113262
SHBG (nM),Prolactin (pg/ml),0.20352,0.1864471,0.03207001,0.20352,5.087463,0.13066334
sPECAM-1 (pg/ml),CD44 (ng/ml),0.20343,0.13900325,0.015809998,0.20343,5.087463,0.25382426
HGF (pg/ml),GDF15 (ng/ml),0.20331,0.16277169,0.022019997,0.20331,5.087463,0.20134129
Kallikrein-6 (pg/ml),DKK1 (ng/ml),0.20266,0.1729754,0.03158,0.20266,5.087463,-0.17229216
GDF15 (ng/ml),CEA (pg/ml),0.20208,0.19319652,0.05573,0.20208,5.087463,0.094252214
sHER2/sEGFR2/sErbB2 (pg/ml),IL-8 (pg/ml),0.20173,0.1954844,0.016780004,0.20173,5.087463,-0.07902912
OPN (pg/ml),Leptin (pg/ml),0.20117,0.19197945,0.03431,0.20117,5.087463,-0.09586729
sFas (pg/ml),Follistatin (pg/ml),0.20097,0.1982169,0.037100002,0.20097,5.087463,-0.052469984
TIMP-2 (pg/ml),AXL (pg/ml),0.20078,0.15034986,0.029919997,0.20078,5.087463,0.2245666
TGFa (pg/ml),Follistatin (pg/ml),0.20053,0.19576624,0.04046999,0.20053,5.087463,-0.069019996
IL-6 (pg/ml),Galectin-3 (ng/ml),0.20047,0.19894072,0.025729999,0.20047,5.087463,0.039106015
Myeloperoxidase (ng/ml),CA-125 (U/ml),0.20035,0.20027891,0.03791,0.20035,5.087463,-0.008431372
Midkine (pg/ml),HGF (pg/ml),0.1999,0.19655947,0.013010003,0.1999,5.087463,-0.057797316
OPN (pg/ml),CA19-9 (U/ml),0.19985,0.19040477,0.070140004,0.19985,5.087463,0.09718656
G-CSF (pg/ml),Angiopoietin-2 (pg/ml),0.19976,0.19030996,0.04479,0.19976,5.087463,0.09721134
Mesothelin (ng/ml),Endoglin (pg/ml),0.19962,0.18350512,0.03294,0.19962,5.087463,0.12694441
Prolactin (pg/ml),Leptin (pg/ml),0.19949,0.18670869,0.01608,0.19949,5.087463,-0.113054454
TIMP-1 (pg/ml),Leptin (pg/ml),0.1994,0.18896395,0.044770002,0.1994,5.087463,-0.10215694
Myeloperoxidase (ng/ml),GDF15 (ng/ml),0.19921,0.19162428,0.014690004,0.19921,5.087463,0.08709606
Myeloperoxidase (ng/ml),Kallikrein-6 (pg/ml),0.19897,0.18366282,0.03802,0.19897,5.087463,-0.123722225
Mesothelin (ng/ml),Galectin-3 (ng/ml),0.19889,0.17682248,0.037510008,0.19889,5.087463,-0.14855139
Mesothelin (ng/ml),DKK1 (ng/ml),0.1987,0.17833503,0.05393,0.1987,5.087463,-0.1427059
Prolactin (pg/ml),OPN (pg/ml),0.19864,0.1818014,0.04463,0.19864,5.087463,-0.1297637
Kallikrein-6 (pg/ml),CA19-9 (U/ml),0.19852,0.19626579,0.050950002,0.19852,5.087463,-0.0474786
IL-6 (pg/ml),CEA (pg/ml),0.1983,0.19822021,0.07276,0.1983,5.087463,0.008932798
TIMP-1 (pg/ml),CEA (pg/ml),0.19828,0.18872459,0.02598001,0.19828,5.087463,0.097751774
SHBG (nM),G-CSF (pg/ml),0.19826,0.1952729,0.02764,0.19826,5.087463,-0.054654345
Endoglin (pg/ml),CD44 (ng/ml),0.19819,0.1683043,0.015760005,0.19819,5.087463,0.17287482
Thrombospondin-2 (pg/ml),OPN (pg/ml),0.1979,0.14123525,0.019690007,0.1979,5.087463,0.23804359
PAR (pg/ml),Galectin-3 (ng/ml),0.19668,0.18107048,0.022489995,0.19668,5.087463,0.124938026
OPG (ng/ml),Angiopoietin-2 (pg/ml),0.1963,0.1633187,0.0573,0.1963,5.087463,0.18160757
Leptin (pg/ml),IL-6 (pg/ml),0.19611,0.19455907,0.024079993,0.19611,5.087463,-0.039381757
sEGFR (pg/ml),NSE (ng/ml),0.19583,0.18807003,0.018710002,0.19583,5.087463,-0.08809071
Prolactin (pg/ml),AFP (pg/ml),0.19552,0.12338677,0.030519992,0.19552,5.087463,0.2685763
PAR (pg/ml),CD44 (ng/ml),0.1954,0.1638065,0.029750004,0.1954,5.087463,0.17774561
sPECAM-1 (pg/ml),AFP (pg/ml),0.19538,0.19374721,0.027500004,0.19538,5.087463,-0.04040783
Prolactin (pg/ml),CEA (pg/ml),0.19535,0.19530366,0.05122,0.19535,5.087463,-0.006807028
Galectin-3 (ng/ml),FGF2 (pg/ml),0.19517,0.19001098,0.039419994,0.19517,5.087463,0.071826346
OPG (ng/ml),Kallikrein-6 (pg/ml),0.19512,0.19431722,0.07648001,0.19512,5.087463,0.028333424
sEGFR (pg/ml),GDF15 (ng/ml),0.1951,0.16037622,0.06299999,0.1951,5.087463,-0.18634315
SHBG (nM),PAR (pg/ml),0.19487,0.17288339,0.014219999,0.19487,5.087463,0.14827882
sPECAM-1 (pg/ml),NSE (ng/ml),0.19487,0.1250464,0.02279,0.19487,5.087463,0.26424155
Leptin (pg/ml),Angiopoietin-2 (pg/ml),0.19486,0.17104408,0.034059986,0.19486,5.087463,0.15432408
TIMP-2 (pg/ml),Endoglin (pg/ml),0.19475,0.16817112,0.033150002,0.19475,5.087463,0.16303028
IL-8 (pg/ml),Angiopoietin-2 (pg/ml),0.19472,0.19411354,0.029580005,0.19472,5.087463,-0.024626391
TIMP-1 (pg/ml),FGF2 (pg/ml),0.19463,0.19420046,0.029350005,0.19463,5.087463,-0.020725403
Leptin (pg/ml),CA19-9 (U/ml),0.19453,0.19436125,0.07747,0.19453,5.087463,0.012990086
Myeloperoxidase (ng/ml),Endoglin (pg/ml),0.19431,0.19425516,0.025810003,0.19431,5.087463,-0.007404724
IL-8 (pg/ml),AXL (pg/ml),0.19427,0.19401982,0.021010011,0.19427,5.087463,-0.015816823
Kallikrein-6 (pg/ml),CA-125 (U/ml),0.1942,0.19411574,0.022040002,0.1942,5.087463,0.00917912
Mesothelin (ng/ml),AFP (pg/ml),0.19411,0.19242641,0.03993,0.19411,5.087463,-0.04103157
OPN (pg/ml),FGF2 (pg/ml),0.19405,0.19384874,0.027180001,0.19405,5.087463,0.014186243
GDF15 (ng/ml),CD44 (ng/ml),0.1937,0.1927308,0.06643,0.1937,5.087463,0.031131905
OPG (ng/ml),FGF2 (pg/ml),0.19345,0.18475236,0.09042,0.19345,5.087463,-0.093261175
TIMP-1 (pg/ml),HE4 (pg/ml),0.19334,0.19288816,0.06519999,0.19334,5.087463,0.021256676
PAR (pg/ml),Follistatin (pg/ml),0.19331,0.18780898,0.027600005,0.19331,5.087463,0.074168876
TIMP-2 (pg/ml),GDF15 (ng/ml),0.19329,0.17970483,0.03531,0.19329,5.087463,0.11655544
SHBG (nM),Myeloperoxidase (ng/ml),0.19315,0.19160311,0.045489997,0.19315,5.087463,-0.039330434
Galectin-3 (ng/ml),CA-125 (U/ml),0.19292,0.19206394,0.011820003,0.19292,5.087463,0.029258395
OPN (pg/ml),Kallikrein-6 (pg/ml),0.19288,0.18192352,0.026609994,0.19288,5.087463,-0.10467324
IL-8 (pg/ml),Endoglin (pg/ml),0.1928,0.19044028,0.03622,0.1928,5.087463,-0.048576966
Thrombospondin-2 (pg/ml),Prolactin (pg/ml),0.19265,0.1919171,0.036650002,0.19265,5.087463,-0.027071994
Follistatin (pg/ml),AXL (pg/ml),0.19253,0.18292943,0.034940004,0.19253,5.087463,0.09798256
OPN (pg/ml),AFP (pg/ml),0.19215,0.192132,0.033039995,0.19215,5.087463,0.004243269
sPECAM-1 (pg/ml),SHBG (nM),0.19185,0.18066019,0.02802001,0.19185,5.087463,0.10578192
sFas (pg/ml),PAR (pg/ml),0.19166,0.18967849,0.0674,0.19166,5.087463,-0.044514157
TGFa (pg/ml),SHBG (nM),0.19163,0.19014,0.04331,0.19163,5.087463,-0.038600624
IL-8 (pg/ml),CEA (pg/ml),0.19157,0.19054484,0.0130600035,0.19157,5.087463,0.03201794
Midkine (pg/ml),IL-8 (pg/ml),0.19122,0.18926136,0.057339996,0.19122,5.087463,-0.044256505
sEGFR (pg/ml),Endoglin (pg/ml),0.19111,0.180294,0.017560005,0.19111,5.087463,0.10399994
Thrombospondin-2 (pg/ml),FGF2 (pg/ml),0.19111,0.1881958,0.018869996,0.19111,5.087463,-0.053983442
CA-125 (U/ml),Angiopoietin-2 (pg/ml),0.19107,0.18804835,0.03614001,0.19107,5.087463,0.054969635
Myeloperoxidase (ng/ml),Leptin (pg/ml),0.19097,0.19059864,0.013909999,0.19097,5.087463,-0.019270832
sFas (pg/ml),CA 15-3 (U/ml),0.1909,0.1879513,0.03403,0.1909,5.087463,-0.054301932
IL-6 (pg/ml),CA 15-3 (U/ml),0.19076,0.18811202,0.04258001,0.19076,5.087463,0.0514585
TGFa (pg/ml),CA 15-3 (U/ml),0.19066,0.19007991,0.05382,0.19066,5.087463,0.024085129
OPG (ng/ml),CA-125 (U/ml),0.19044,0.17667334,0.08518,0.19044,5.087463,0.11733142
TIMP-2 (pg/ml),CA 15-3 (U/ml),0.19042,0.15702792,0.043390006,0.19042,5.087463,0.18273501
TIMP-1 (pg/ml),NSE (ng/ml),0.19037,0.1600411,0.019039996,0.19037,5.087463,0.17415196
TIMP-1 (pg/ml),AFP (pg/ml),0.19003,0.18996134,0.0299,0.19003,5.087463,0.008285275
PAR (pg/ml),Angiopoietin-2 (pg/ml),0.19002,0.17223518,0.032250002,0.19002,5.087463,0.13335973
OPN (pg/ml),HE4 (pg/ml),0.18988,0.18960913,0.049950004,0.18988,5.087463,-0.016458293
Leptin (pg/ml),FGF2 (pg/ml),0.1898,0.1757125,0.027009994,0.1898,5.087463,-0.11869074
CYFRA 21-1 (pg/ml),CA 15-3 (U/ml),0.18977,0.18972822,0.041089997,0.18977,5.087463,-0.0064639123
TIMP-1 (pg/ml),CD44 (ng/ml),0.18975,0.18971114,0.023549996,0.18975,5.087463,0.0062334235
GDF15 (ng/ml),FGF2 (pg/ml),0.18959,0.18444134,0.055300012,0.18959,5.087463,0.07175421
TIMP-1 (pg/ml),Midkine (pg/ml),0.18949,0.18285453,0.021490008,0.18949,5.087463,0.0814584
Leptin (pg/ml),CD44 (ng/ml),0.18944,0.18750302,0.038609996,0.18944,5.087463,-0.044011097
Myeloperoxidase (ng/ml),Follistatin (pg/ml),0.18942,0.17288743,0.023389995,0.18942,5.087463,-0.12857905
Prolactin (pg/ml),Kallikrein-6 (pg/ml),0.1893,0.18880697,0.03542,0.1893,5.087463,-0.022204477
TIMP-2 (pg/ml),sEGFR (pg/ml),0.18901,0.15955654,0.012280002,0.18901,5.087463,0.17162009
Leptin (pg/ml),HE4 (pg/ml),0.18875,0.18863682,0.059739992,0.18875,5.087463,-0.010638033
Prolactin (pg/ml),NSE (ng/ml),0.18874,0.13413262,0.03243,0.18874,5.087463,0.23368223
FGF2 (pg/ml),AXL (pg/ml),0.18863,0.16420613,0.015100002,0.18863,5.087463,-0.15628135
sPECAM-1 (pg/ml),Prolactin (pg/ml),0.18859,0.18854523,0.02882,0.18859,5.087463,0.0066919634
sPECAM-1 (pg/ml),IL-6 (pg/ml),0.1885,0.18676843,0.025580004,0.1885,5.087463,0.041612163
sFas (pg/ml),AXL (pg/ml),0.18826,0.17953211,0.031509995,0.18826,5.087463,-0.09342323
Follistatin (pg/ml),CA 15-3 (U/ml),0.18817,0.18722573,0.02245,0.18817,5.087463,0.03072896
Kallikrein-6 (pg/ml),IL-6 (pg/ml),0.18809,0.17912485,0.015299998,0.18809,5.087463,-0.09468448
Kallikrein-6 (pg/ml),HE4 (pg/ml),0.18803,0.17750801,0.020840004,0.18803,5.087463,0.102576755
Midkine (pg/ml),Endoglin (pg/ml),0.18792,0.18455423,0.021349996,0.18792,5.087463,0.05801524
FGF2 (pg/ml),Angiopoietin-2 (pg/ml),0.18771,0.1855652,0.027940005,0.18771,5.087463,-0.046311993
Myeloperoxidase (ng/ml),AXL (pg/ml),0.18771,0.18177986,0.021809995,0.18771,5.087463,-0.07700743
FGF2 (pg/ml),Endoglin (pg/ml),0.18754,0.15557103,0.046240002,0.18754,5.087463,-0.17879866
OPN (pg/ml),NSE (ng/ml),0.1875,0.18708828,0.02022,0.1875,5.087463,0.020291016
OPN (pg/ml),CEA (pg/ml),0.18744,0.18497682,0.021580003,0.18744,5.087463,0.049630336
Leptin (pg/ml),DKK1 (ng/ml),0.18743,0.1678059,0.007990003,0.18743,5.087463,-0.14008602
IL-6 (pg/ml),Follistatin (pg/ml),0.18723,0.17950784,0.019670002,0.18723,5.087463,-0.087875865
PAR (pg/ml),OPG (ng/ml),0.18693,0.15731105,0.060320005,0.18693,5.087463,0.17210157
G-CSF (pg/ml),AXL (pg/ml),0.18663,0.1865479,0.025339998,0.18663,5.087463,-0.009060446
Leptin (pg/ml),CYFRA 21-1 (pg/ml),0.1864,0.18375844,0.021750003,0.1864,5.087463,-0.05139617
Kallikrein-6 (pg/ml),Follistatin (pg/ml),0.18605,0.1859589,0.01052,0.18605,5.087463,0.00954402
Prolactin (pg/ml),Angiopoietin-2 (pg/ml),0.18572,0.18012846,0.031299993,0.18572,5.087463,0.07477662
AXL (pg/ml),AFP (pg/ml),0.18569,0.18566631,0.02826,0.18569,5.087463,-0.0048669353
sPECAM-1 (pg/ml),HE4 (pg/ml),0.18562,0.18509229,0.052029997,0.18562,5.087463,-0.022971924
TIMP-2 (pg/ml),IL-8 (pg/ml),0.18543,0.18181646,0.038069993,0.18543,5.087463,-0.06011279
sEGFR (pg/ml),CEA (pg/ml),0.18522,0.17097723,0.0147600025,0.18522,5.087463,-0.11934305
sHER2/sEGFR2/sErbB2 (pg/ml),OPN (pg/ml),0.18508,0.11778239,0.02978,0.18508,5.087463,-0.25941783
TIMP-2 (pg/ml),SHBG (nM),0.18505,0.1390732,0.027619988,0.18505,5.087463,0.21442203
Leptin (pg/ml),CA 15-3 (U/ml),0.18504,0.1580554,0.020160004,0.18504,5.087463,0.1642699
Mesothelin (ng/ml),FGF2 (pg/ml),0.18497,0.17226872,0.034540012,0.18497,5.087463,-0.11270002
SHBG (nM),sEGFR (pg/ml),0.18497,0.16862074,0.03564,0.18497,5.087463,0.12786424
sEGFR (pg/ml),DKK1 (ng/ml),0.18494,0.1726802,0.03577,0.18494,5.087463,-0.110723965
TGFa (pg/ml),GDF15 (ng/ml),0.18487,0.18479876,0.03290999,0.18487,5.087463,-0.00844022
sFas (pg/ml),Endoglin (pg/ml),0.18483,0.1614159,0.0145,0.18483,5.087463,-0.15301666
TIMP-1 (pg/ml),sPECAM-1 (pg/ml),0.18475,0.14601988,0.021620005,0.18475,5.087463,0.19679971
Midkine (pg/ml),Leptin (pg/ml),0.18462,0.18047062,0.016650002,0.18462,5.087463,-0.06441563
TGFa (pg/ml),Endoglin (pg/ml),0.18457,0.18091176,0.0779,0.18457,5.087463,-0.060483336
TIMP-2 (pg/ml),Galectin-3 (ng/ml),0.18454,0.17785095,0.012359999,0.18454,5.087463,-0.08178667
sFas (pg/ml),Leptin (pg/ml),0.18445,0.17358497,0.01827,0.18445,5.087463,-0.1042355
Mesothelin (ng/ml),GDF15 (ng/ml),0.18441,0.1757856,0.02095,0.18441,5.087463,0.09286767
