X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
TIMP-1 (pg/ml),AXL (pg/ml),0.29007,0.20896794,0.049449995,0.26079,4.0,0.28478423
OPG (ng/ml),CD44 (ng/ml),0.28997,0.19609222,0.03977999,0.26209,4.0,-0.30639482
Kallikrein-6 (pg/ml),CEA (pg/ml),0.28988,0.27622387,0.045670003,0.24584,4.0,-0.11685948
SHBG (nM),CA 15-3 (U/ml),0.28979,0.2893923,0.05645001,0.25821,4.0,0.019942807
Leptin (pg/ml),DKK1 (ng/ml),0.28964,0.28780377,0.116620004,0.2582,4.0,-0.042851303
TIMP-1 (pg/ml),Prolactin (pg/ml),0.28953,0.27384293,0.027839988,0.25656,4.0,-0.12524806
sHER2/sEGFR2/sErbB2 (pg/ml),CA 15-3 (U/ml),0.28931,0.27578083,0.07725999,0.26316,4.0,-0.11631499
Myeloperoxidase (ng/ml),CEA (pg/ml),0.28908,0.26859924,0.06295,0.24494,4.0,-0.14311102
sHER2/sEGFR2/sErbB2 (pg/ml),Leptin (pg/ml),0.28871,0.26105726,0.08253001,0.25899,4.0,0.16629109
PAR (pg/ml),IL-6 (pg/ml),0.28864,0.28316745,0.07969,0.25708,4.0,-0.073976696
Kallikrein-6 (pg/ml),CYFRA 21-1 (pg/ml),0.2884,0.28467637,0.11219999,0.25904,4.0,0.06102149
G-CSF (pg/ml),CEA (pg/ml),0.28836,0.2747119,0.10133,0.26771,4.0,-0.11682508
SHBG (nM),IL-6 (pg/ml),0.2882,0.2712311,0.12694,0.25474,4.0,-0.13026462
sHER2/sEGFR2/sErbB2 (pg/ml),Endoglin (pg/ml),0.28778,0.23310271,0.057229996,0.26346,4.0,0.23383172
SHBG (nM),Prolactin (pg/ml),0.28748,0.2872201,0.11701,0.26567,4.0,0.016121643
OPN (pg/ml),Kallikrein-6 (pg/ml),0.28741,0.25127107,0.04559,0.25646,4.0,0.19010241
sPECAM-1 (pg/ml),CA 15-3 (U/ml),0.28734,0.28713357,0.030790001,0.25223,4.0,0.014366701
sEGFR (pg/ml),CA 15-3 (U/ml),0.28684,0.28541014,0.07000999,0.25652,4.0,-0.03781343
Leptin (pg/ml),HE4 (pg/ml),0.28651,0.28622478,0.18214,0.26883,4.0,-0.016887957
TIMP-2 (pg/ml),Mesothelin (ng/ml),0.28639,0.2228153,0.029369995,0.25307,4.0,0.25214022
NSE (ng/ml),GDF15 (ng/ml),0.28616,0.27230403,0.07737,0.25942,4.0,0.11771133
TGFa (pg/ml),Mesothelin (ng/ml),0.28604,0.279321,0.14557001,0.25777,4.0,-0.081969514
HE4 (pg/ml),CEA (pg/ml),0.28596,0.27410668,0.16391999,0.26152,4.0,-0.108872965
Mesothelin (ng/ml),CEA (pg/ml),0.28594,0.27519602,0.05680999,0.25656,4.0,0.10365322
NSE (ng/ml),HE4 (pg/ml),0.28567,0.2459089,0.15333,0.26174,4.0,0.19940187
Prolactin (pg/ml),CA-125 (U/ml),0.2854,0.2835855,0.09682,0.24311,4.0,-0.042597286
Galectin-3 (ng/ml),Endoglin (pg/ml),0.28499,0.23355596,0.04968001,0.25827,4.0,0.22679079
Thrombospondin-2 (pg/ml),Angiopoietin-2 (pg/ml),0.28482,0.20508805,0.05168,0.25853,4.0,0.28236845
TIMP-2 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.28471,0.26899445,0.01609999,0.25351,4.0,0.12536167
TGFa (pg/ml),Leptin (pg/ml),0.28453,0.2810386,0.21274,0.25898,4.0,0.05908814
Galectin-3 (ng/ml),CYFRA 21-1 (pg/ml),0.28447,0.25571346,0.09606001,0.27101,4.0,0.16957752
sEGFR (pg/ml),IL-8 (pg/ml),0.2844,0.2795665,0.15363999,0.23657,4.0,-0.06952333
SHBG (nM),HE4 (pg/ml),0.28432,0.2838011,0.13056,0.26135,4.0,-0.022779312
OPN (pg/ml),IL-6 (pg/ml),0.28418,0.2765259,0.062839985,0.24991,4.0,-0.087487616
sFas (pg/ml),Midkine (pg/ml),0.28371,0.2757073,0.06352,0.25235,4.0,-0.08945777
sHER2/sEGFR2/sErbB2 (pg/ml),IL-8 (pg/ml),0.28361,0.27543733,0.08971998,0.24869,4.0,0.090402715
CEA (pg/ml),CA 15-3 (U/ml),0.2836,0.28319696,0.07735999,0.25416,4.0,-0.020075992
sEGFR (pg/ml),Endoglin (pg/ml),0.28356,0.1969609,0.065390006,0.25075,4.0,0.29427728
OPG (ng/ml),Kallikrein-6 (pg/ml),0.28343,0.2755322,0.040130004,0.25382,4.0,-0.08886969
TIMP-1 (pg/ml),SHBG (nM),0.2834,0.26782426,0.09837,0.25779,4.0,0.12480281
sPECAM-1 (pg/ml),sEGFR (pg/ml),0.28329,0.20058769,0.03673,0.25569,4.0,0.28758007
PAR (pg/ml),Mesothelin (ng/ml),0.28326,0.18791789,0.024340004,0.24975,4.0,0.30877516
PAR (pg/ml),OPG (ng/ml),0.28313,0.17819402,0.01586999,0.25537,4.0,-0.32393822
Thrombospondin-2 (pg/ml),sEGFR (pg/ml),0.283,0.28200546,0.066690005,0.25492,4.0,0.03153639
Leptin (pg/ml),GDF15 (ng/ml),0.28276,0.28062212,0.122559994,0.24381,4.0,-0.046237107
HGF (pg/ml),Angiopoietin-2 (pg/ml),0.2824,0.16142799,0.11234002,0.24969,4.0,0.34781033
sPECAM-1 (pg/ml),HGF (pg/ml),0.28226,0.27186817,0.09796001,0.26456,4.0,-0.10194026
IL-6 (pg/ml),CEA (pg/ml),0.28222,0.24705818,0.08406001,0.25506,4.0,-0.18751486
GDF15 (ng/ml),AXL (pg/ml),0.2821,0.20410533,0.06336002,0.26309,4.0,0.27927524
NSE (ng/ml),CYFRA 21-1 (pg/ml),0.28177,0.1496178,0.15371001,0.27719,4.0,0.36352742
OPG (ng/ml),CA-125 (U/ml),0.28139,0.27959976,0.11499001,0.24553,4.0,-0.0423114
HGF (pg/ml),CD44 (ng/ml),0.28129,0.27924702,0.09202999,0.26053,4.0,-0.045199435
OPG (ng/ml),Mesothelin (ng/ml),0.28086,0.25138742,0.09459001,0.26432,4.0,-0.17167579
TGFa (pg/ml),CEA (pg/ml),0.28084,0.27960733,0.13627002,0.25317,4.0,-0.035109572
IL-6 (pg/ml),AXL (pg/ml),0.28061,0.26751834,0.11653,0.23914,4.0,-0.11441873
CA 15-3 (U/ml),AFP (pg/ml),0.2806,0.28057995,0.105100006,0.24964,4.0,-0.0044786683
Myeloperoxidase (ng/ml),Leptin (pg/ml),0.28034,0.2802741,0.09765999,0.25329,4.0,0.008118333
OPN (pg/ml),HE4 (pg/ml),0.27982,0.27971253,0.13674,0.22908,4.0,0.010367035
GDF15 (ng/ml),CD44 (ng/ml),0.2797,0.2688085,0.029929996,0.24956,4.0,-0.10436231
Myeloperoxidase (ng/ml),HGF (pg/ml),0.27941,-0.09668517,0.055859998,0.25501,4.0,0.613266
OPG (ng/ml),Endoglin (pg/ml),0.27932,0.27724186,0.07834001,0.25532,4.0,0.045586754
HGF (pg/ml),Endoglin (pg/ml),0.27925,0.27055895,0.05207999,0.247,4.0,-0.09322583
OPG (ng/ml),AFP (pg/ml),0.27923,0.27900043,0.08065,0.25239,4.0,0.015151799
SHBG (nM),CA-125 (U/ml),0.27895,0.27217376,0.056480005,0.24012,4.0,-0.08231792
NSE (ng/ml),IL-8 (pg/ml),0.27858,0.26369804,0.103000015,0.24006,4.0,0.121991724
Follistatin (pg/ml),CA19-9 (U/ml),0.27856,0.26883575,0.08419001,0.25828,4.0,0.09861172
TIMP-2 (pg/ml),AFP (pg/ml),0.27852,0.2780054,0.059049994,0.27852,3.807355,-0.022684978
TGFa (pg/ml),sPECAM-1 (pg/ml),0.27847,0.27824938,0.10214,0.25201,4.0,0.014853896
GDF15 (ng/ml),DKK1 (ng/ml),0.27835,0.277952,0.039019987,0.26149,4.0,-0.019949928
sFas (pg/ml),Galectin-3 (ng/ml),0.27829,0.18614812,0.03745,0.25793,4.0,0.3035488
sFas (pg/ml),DKK1 (ng/ml),0.27815,0.26981175,0.12580001,0.25929,4.0,-0.091313995
Thrombospondin-2 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.27781,0.2738714,0.028950006,0.24484,4.0,0.062758304
PAR (pg/ml),AXL (pg/ml),0.27763,0.15230738,0.054979995,0.24596,4.0,0.35400936
DKK1 (ng/ml),Angiopoietin-2 (pg/ml),0.27753,0.19220114,0.021579996,0.24929,4.0,0.29211107
FGF2 (pg/ml),CA-125 (U/ml),0.27742,0.27717268,0.078180015,0.27742,3.807355,0.01572646
PAR (pg/ml),Leptin (pg/ml),0.27669,0.26913905,0.08921,0.24424,4.0,0.08689618
OPG (ng/ml),Angiopoietin-2 (pg/ml),0.2761,0.26458353,0.123720005,0.23978,4.0,-0.10731492
TIMP-2 (pg/ml),NSE (ng/ml),0.27599,0.27539238,0.011519998,0.24805,4.0,-0.024446428
Prolactin (pg/ml),NSE (ng/ml),0.27597,0.2759688,0.06288001,0.24489,4.0,-0.0011038138
SHBG (nM),PAR (pg/ml),0.27585,0.1275526,0.063749984,0.2564,4.0,0.38509402
Prolactin (pg/ml),DKK1 (ng/ml),0.27582,0.275587,0.027699992,0.23798,4.0,0.015264484
TIMP-2 (pg/ml),Myeloperoxidase (ng/ml),0.2758,0.26245096,0.07025999,0.2402,4.0,-0.11553802
SHBG (nM),sEGFR (pg/ml),0.27551,0.22800459,0.045900017,0.25004,4.0,0.21795738
AXL (pg/ml),Angiopoietin-2 (pg/ml),0.27509,0.21762916,0.0362,0.24588,4.0,0.2397099
SHBG (nM),sFas (pg/ml),0.27447,0.26045552,0.10004,0.24574,4.0,-0.118382744
sHER2/sEGFR2/sErbB2 (pg/ml),Angiopoietin-2 (pg/ml),0.27444,0.2744206,0.11547999,0.23977,4.0,-0.0044037793
Leptin (pg/ml),CA19-9 (U/ml),0.27377,0.26681894,0.11023,0.25287,4.0,-0.08337313
sFas (pg/ml),CA 15-3 (U/ml),0.27377,0.26550817,0.10084,0.24613,4.0,0.090894535
TIMP-1 (pg/ml),DKK1 (ng/ml),0.27375,0.013768673,0.0137899965,0.24782,4.0,0.50988364
TIMP-1 (pg/ml),CA-125 (U/ml),0.27357,0.24907604,0.038619995,0.24132,4.0,0.15650547
sEGFR (pg/ml),OPN (pg/ml),0.27353,0.26688862,0.06514999,0.24836,4.0,-0.08149477
IL-8 (pg/ml),Follistatin (pg/ml),0.27307,0.25088513,0.05892001,0.24285,4.0,0.14894593
IL-6 (pg/ml),Galectin-3 (ng/ml),0.27305,0.21626869,0.09978001,0.2413,4.0,-0.23828831
sEGFR (pg/ml),CD44 (ng/ml),0.27302,0.25514334,0.056820005,0.23673,4.0,0.13370356
TIMP-2 (pg/ml),AXL (pg/ml),0.27287,0.2098153,0.020560011,0.24734,4.0,0.25110698
SHBG (nM),Mesothelin (ng/ml),0.27281,0.2664011,0.03625001,0.24497,4.0,0.08005554
Kallikrein-6 (pg/ml),GDF15 (ng/ml),0.2727,0.2725897,0.09739001,0.24304,4.0,0.010502817
sEGFR (pg/ml),Leptin (pg/ml),0.27258,0.2718898,0.05573,0.23668,4.0,-0.026271336
GDF15 (ng/ml),Galectin-3 (ng/ml),0.27239,0.26853332,0.028819993,0.25253,4.0,-0.062102277
Thrombospondin-2 (pg/ml),Follistatin (pg/ml),0.27228,0.25142795,0.04629001,0.23885,4.0,0.14440238
SHBG (nM),GDF15 (ng/ml),0.27216,0.17454821,0.10018,0.23896,4.0,0.31242883
Galectin-3 (ng/ml),AXL (pg/ml),0.27207,0.26029986,0.056979984,0.23868,4.0,0.10849017
Kallikrein-6 (pg/ml),Follistatin (pg/ml),0.27197,0.2544158,0.05144,0.23647,4.0,0.13249218
TIMP-1 (pg/ml),AFP (pg/ml),0.2715,0.2714285,0.027819991,0.24606,4.0,-0.008455171
FGF2 (pg/ml),CD44 (ng/ml),0.27137,0.27136886,0.08768,0.23387,4.0,0.0010574416
sPECAM-1 (pg/ml),Midkine (pg/ml),0.27129,0.2698314,0.07790001,0.23672,4.0,-0.038192008
OPN (pg/ml),CA-125 (U/ml),0.27122,0.25818858,0.073029995,0.24072,4.0,0.11415527
sEGFR (pg/ml),PAR (pg/ml),0.27122,0.23926926,0.048000008,0.24174,4.0,0.1787477
CYFRA 21-1 (pg/ml),CD44 (ng/ml),0.27114,0.271123,0.052819997,0.24863,4.0,0.0041248645
PAR (pg/ml),Endoglin (pg/ml),0.27082,0.27081922,0.055200003,0.23677,4.0,8.880299E-4
FGF2 (pg/ml),AFP (pg/ml),0.27066,0.2675266,0.07302001,0.2513,4.0,0.055976965
Follistatin (pg/ml),DKK1 (ng/ml),0.27051,0.25990292,0.050229996,0.23578,4.0,0.102990665
Prolactin (pg/ml),AXL (pg/ml),0.26993,0.2695806,0.03410001,0.24111,4.0,-0.018692171
IL-8 (pg/ml),GDF15 (ng/ml),0.26985,0.21597694,0.062110007,0.24966,4.0,0.23210567
Kallikrein-6 (pg/ml),CA 15-3 (U/ml),0.26978,0.26803327,0.037489995,0.24034,4.0,0.0417939
CA-125 (U/ml),Angiopoietin-2 (pg/ml),0.26957,0.23729225,0.06343,0.2407,4.0,0.1796601
OPN (pg/ml),CEA (pg/ml),0.26957,0.26152977,0.07176,0.2334,4.0,-0.08966723
sPECAM-1 (pg/ml),CD44 (ng/ml),0.26955,0.26682782,0.07017,0.23424,4.0,0.05217449
sEGFR (pg/ml),OPG (ng/ml),0.26937,0.26862812,0.06898999,0.22455,4.0,0.027237162
Mesothelin (ng/ml),Galectin-3 (ng/ml),0.26927,0.21292736,0.07513,0.2473,4.0,0.23736607
HGF (pg/ml),Follistatin (pg/ml),0.26924,0.18177992,0.08952001,0.24615,4.0,0.2957365
CA19-9 (U/ml),CA 15-3 (U/ml),0.26913,0.26844853,0.06195,0.23119,4.0,0.026104683
CEA (pg/ml),CD44 (ng/ml),0.26908,0.26852116,0.03139001,0.23798,4.0,-0.023640122
HGF (pg/ml),DKK1 (ng/ml),0.26854,0.21680678,0.012510002,0.24398,4.0,0.22744936
OPN (pg/ml),AXL (pg/ml),0.2683,0.22808772,0.05483,0.23452,4.0,0.20052998
sFas (pg/ml),GDF15 (ng/ml),0.26827,0.26575646,0.111579984,0.2406,4.0,-0.050135236
Myeloperoxidase (ng/ml),Follistatin (pg/ml),0.26809,0.2389359,0.038550004,0.24196,4.0,0.17074575
G-CSF (pg/ml),Endoglin (pg/ml),0.26803,0.26628536,0.052320004,0.24614,4.0,-0.041768696
sEGFR (pg/ml),FGF2 (pg/ml),0.26777,0.24904877,0.05186999,0.24935,4.0,-0.1368255
IL-6 (pg/ml),GDF15 (ng/ml),0.26775,0.2530361,0.067940004,0.24961,4.0,-0.12130079
Thrombospondin-2 (pg/ml),Prolactin (pg/ml),0.26742,0.2551218,0.04388,0.24146,4.0,-0.11089728
sEGFR (pg/ml),NSE (ng/ml),0.26725,0.24757375,0.056329995,0.23467,4.0,-0.14027207
sEGFR (pg/ml),Midkine (pg/ml),0.26689,0.2509641,0.025260001,0.24428,4.0,-0.12619776
Mesothelin (ng/ml),IL-6 (pg/ml),0.26688,0.24236235,0.07755001,0.22899,4.0,-0.15658115
Leptin (pg/ml),G-CSF (pg/ml),0.26678,0.26553407,0.09663999,0.23082,4.0,-0.03529748
OPG (ng/ml),CA19-9 (U/ml),0.26657,0.26313546,0.111049995,0.24932,4.0,-0.05860496
HE4 (pg/ml),Endoglin (pg/ml),0.26632,0.26620564,0.12839998,0.23696,4.0,0.010693077
sEGFR (pg/ml),Kallikrein-6 (pg/ml),0.26616,0.2584084,0.02369,0.234,4.0,0.08804325
SHBG (nM),Angiopoietin-2 (pg/ml),0.26598,0.2636323,0.06997001,0.22752,4.0,-0.048453193
TIMP-2 (pg/ml),Galectin-3 (ng/ml),0.26598,0.25224218,0.013990007,0.24405,4.0,-0.11720844
IL-8 (pg/ml),Angiopoietin-2 (pg/ml),0.26542,0.20423645,0.021839991,0.23422,4.0,0.24735306
OPN (pg/ml),Galectin-3 (ng/ml),0.26541,0.21647988,0.045489997,0.2431,4.0,0.22120155
Follistatin (pg/ml),CA 15-3 (U/ml),0.26529,0.26011637,0.045149997,0.23743,4.0,0.07192795
FGF2 (pg/ml),Endoglin (pg/ml),0.26501,0.2644635,0.07274,0.23603,4.0,-0.023376752
OPN (pg/ml),CD44 (ng/ml),0.26484,0.24230067,0.0073500127,0.23569,4.0,0.15013103
TGFa (pg/ml),CA 15-3 (U/ml),0.26473,0.26443306,0.14546001,0.22149,4.0,-0.01723263
Thrombospondin-2 (pg/ml),NSE (ng/ml),0.26433,0.24801089,0.040649995,0.23467,4.0,0.12774627
PAR (pg/ml),G-CSF (pg/ml),0.26432,0.25946638,0.07002,0.2403,4.0,0.069667764
GDF15 (ng/ml),AFP (pg/ml),0.264,0.26176548,0.047039993,0.25279,4.0,-0.047270715
Angiopoietin-2 (pg/ml),AFP (pg/ml),0.26368,0.26256686,0.041650012,0.23685,4.0,-0.03336392
IL-8 (pg/ml),DKK1 (ng/ml),0.26358,0.22415626,0.075619996,0.24339,4.0,0.1985541
CD44 (ng/ml),Angiopoietin-2 (pg/ml),0.26356,0.19449958,0.017690003,0.23534,4.0,0.26279348
TGFa (pg/ml),AXL (pg/ml),0.26353,0.25599286,0.15592998,0.23363,4.0,-0.08681669
OPN (pg/ml),Mesothelin (ng/ml),0.26334,0.21945582,0.03662999,0.22425,4.0,0.2094855
CA 15-3 (U/ml),CA-125 (U/ml),0.26311,0.17738098,0.10789001,0.22701,4.0,0.2927952
sHER2/sEGFR2/sErbB2 (pg/ml),CD44 (ng/ml),0.26304,0.22500345,0.10513,0.22322,4.0,0.19502962
Endoglin (pg/ml),CA 15-3 (U/ml),0.26295,0.24988788,0.019910008,0.23202,4.0,-0.11428963
G-CSF (pg/ml),CA 15-3 (U/ml),0.26295,0.25648072,0.075389996,0.23054,4.0,0.08043191
Leptin (pg/ml),CEA (pg/ml),0.26294,0.26282132,0.07070999,0.22881,4.0,-0.010893834
TIMP-2 (pg/ml),PAR (pg/ml),0.26258,0.197833,0.042389996,0.23781,4.0,0.2544543
TGFa (pg/ml),SHBG (nM),0.26253,0.25117782,0.13601,0.22884,4.0,-0.10654666
PAR (pg/ml),NSE (ng/ml),0.26223,0.22350007,0.030710004,0.22995,4.0,0.19679922
TIMP-1 (pg/ml),Mesothelin (ng/ml),0.26194,0.13791785,0.022469997,0.23078,4.0,0.3521678
DKK1 (ng/ml),CEA (pg/ml),0.2619,0.25344846,0.11036001,0.2341,4.0,-0.09193234
Myeloperoxidase (ng/ml),Mesothelin (ng/ml),0.26186,0.25901935,0.046160012,0.23133,4.0,0.05329779
Mesothelin (ng/ml),IL-8 (pg/ml),0.26184,0.24535793,0.036319986,0.2332,4.0,0.12838249
HGF (pg/ml),AXL (pg/ml),0.26162,0.25754094,0.06422998,0.23898,4.0,0.06386738
Thrombospondin-2 (pg/ml),GDF15 (ng/ml),0.26146,0.26081288,0.059980005,0.23746,4.0,-0.025438422
NSE (ng/ml),HGF (pg/ml),0.2614,0.20740473,0.062580004,0.24211,4.0,0.23236886
Midkine (pg/ml),AFP (pg/ml),0.26056,0.260187,0.075500004,0.2269,4.0,-0.01931309
OPG (ng/ml),GDF15 (ng/ml),0.26055,0.2502127,0.04981999,0.24372,4.0,-0.10167245
Leptin (pg/ml),Endoglin (pg/ml),0.26049,0.26027563,0.040680006,0.23654,4.0,-0.01464117
PAR (pg/ml),GDF15 (ng/ml),0.26006,0.2573453,0.076270014,0.23818,4.0,0.052103035
sHER2/sEGFR2/sErbB2 (pg/ml),IL-6 (pg/ml),0.25995,0.2599042,0.088100016,0.24039,4.0,0.0067669344
Prolactin (pg/ml),OPN (pg/ml),0.25993,0.25671178,0.06745,0.23978,4.0,-0.05672939
SHBG (nM),OPN (pg/ml),0.25972,0.21163966,0.041760005,0.23125,4.0,-0.21927229
sEGFR (pg/ml),Prolactin (pg/ml),0.25962,0.2508662,0.05182001,0.22172,4.0,0.09356181
Myeloperoxidase (ng/ml),CA 15-3 (U/ml),0.25927,0.2591803,0.097350016,0.21661,4.0,-0.009470702
Thrombospondin-2 (pg/ml),Myeloperoxidase (ng/ml),0.25905,0.19564968,0.03295,0.23256,4.0,0.25179422
sFas (pg/ml),Mesothelin (ng/ml),0.258,0.22677648,0.09967999,0.22841,4.0,0.17670172
AXL (pg/ml),AFP (pg/ml),0.25796,0.25795057,0.050639987,0.22546,4.0,-0.0030707172
SHBG (nM),G-CSF (pg/ml),0.2574,0.19732122,0.06830001,0.22707,4.0,-0.24510974
SHBG (nM),Leptin (pg/ml),0.2574,0.23702365,0.07275,0.23067,4.0,-0.14274578
sEGFR (pg/ml),CA-125 (U/ml),0.25732,0.245184,0.08906999,0.21912,4.0,-0.110163406
SHBG (nM),CEA (pg/ml),0.25721,0.18215501,0.019869998,0.23385,4.0,0.27396163
sPECAM-1 (pg/ml),CYFRA 21-1 (pg/ml),0.25695,0.255115,0.09792,0.24503,4.0,-0.04283692
OPN (pg/ml),HGF (pg/ml),0.25686,0.06451146,0.04017,0.23431,4.0,0.43857557
DKK1 (ng/ml),CD44 (ng/ml),0.25664,0.16491023,0.041869998,0.23351,4.0,0.3028692
Galectin-3 (ng/ml),FGF2 (pg/ml),0.25647,0.22987503,0.06616999,0.22642,4.0,0.16307962
Midkine (pg/ml),Kallikrein-6 (pg/ml),0.25647,0.25415155,0.027950004,0.22644,4.0,0.048150323
Prolactin (pg/ml),CEA (pg/ml),0.25615,0.25076658,0.024450004,0.22233,4.0,-0.0733719
Mesothelin (ng/ml),Follistatin (pg/ml),0.25559,0.2478243,0.053929985,0.20404,4.0,0.08812319
Midkine (pg/ml),Mesothelin (ng/ml),0.25552,0.25476918,0.058439985,0.22081,4.0,0.027400676
Kallikrein-6 (pg/ml),G-CSF (pg/ml),0.25537,0.24615994,0.04608,0.22083,4.0,0.095969
TIMP-2 (pg/ml),Follistatin (pg/ml),0.25527,0.24449989,0.02725999,0.22878,4.0,-0.103779145
sFas (pg/ml),OPN (pg/ml),0.25522,0.24772084,0.049119994,0.22117,4.0,0.08659768
sHER2/sEGFR2/sErbB2 (pg/ml),NSE (ng/ml),0.25448,0.25103796,0.07099001,0.22648,4.0,-0.058669046
Follistatin (pg/ml),AXL (pg/ml),0.25444,0.25088158,0.07880001,0.23014,4.0,0.059652627
Thrombospondin-2 (pg/ml),OPN (pg/ml),0.2539,0.2538413,0.070509985,0.22226,4.0,0.0076613035
sPECAM-1 (pg/ml),AFP (pg/ml),0.2538,0.24665761,0.033940002,0.23407,4.0,0.084512696
Galectin-3 (ng/ml),DKK1 (ng/ml),0.25335,0.23476014,0.032770008,0.22111,4.0,0.13634461
OPG (ng/ml),AXL (pg/ml),0.25324,0.23327917,0.041949995,0.2145,4.0,-0.1412828
NSE (ng/ml),AFP (pg/ml),0.25318,0.25076213,0.09396001,0.23167,4.0,-0.04917183
TGFa (pg/ml),GDF15 (ng/ml),0.25309,0.25175363,0.047869995,0.23945,4.0,-0.036556453
GDF15 (ng/ml),Angiopoietin-2 (pg/ml),0.25292,0.24885087,0.03452,0.23294,4.0,0.06378975
Myeloperoxidase (ng/ml),Galectin-3 (ng/ml),0.25253,0.22031493,0.026130006,0.21785,4.0,0.17948557
PAR (pg/ml),OPN (pg/ml),0.25246,0.25034857,0.025930002,0.22852,4.0,0.04595051
Prolactin (pg/ml),CD44 (ng/ml),0.25246,0.23654582,0.07075,0.21914,4.0,-0.12615146
sPECAM-1 (pg/ml),CEA (pg/ml),0.25236,0.24552806,0.06322,0.22832,4.0,-0.08265545
HGF (pg/ml),Galectin-3 (ng/ml),0.25222,0.22319967,0.03018,0.22614,4.0,0.17035356
Kallikrein-6 (pg/ml),CA-125 (U/ml),0.25205,0.24374798,0.10099,0.23038,4.0,0.09111548
CD44 (ng/ml),CA-125 (U/ml),0.25193,0.24975303,0.055869997,0.21267,4.0,-0.04665794
Thrombospondin-2 (pg/ml),FGF2 (pg/ml),0.25159,0.24342777,0.08341001,0.23515,4.0,-0.09034514
Leptin (pg/ml),HGF (pg/ml),0.25142,0.2513587,0.03532,0.22878,4.0,0.007828885
sPECAM-1 (pg/ml),GDF15 (ng/ml),0.2514,0.25112686,0.08314,0.23165,4.0,0.016526997
Midkine (pg/ml),HGF (pg/ml),0.25126,0.25110653,0.044929996,0.2266,4.0,-0.0123883085
GDF15 (ng/ml),G-CSF (pg/ml),0.25111,0.24099629,0.041219994,0.23109,4.0,-0.100566916
Prolactin (pg/ml),Angiopoietin-2 (pg/ml),0.2511,0.25009665,0.026600003,0.21896,4.0,-0.031675976
Kallikrein-6 (pg/ml),AFP (pg/ml),0.25101,0.18512082,0.068069994,0.2299,4.0,0.25668886
Galectin-3 (ng/ml),AFP (pg/ml),0.25076,0.24919091,0.078779995,0.23943,4.0,0.039611638
Midkine (pg/ml),GDF15 (ng/ml),0.25046,0.24998759,0.10764,0.21516,4.0,-0.021734875
sEGFR (pg/ml),CA19-9 (U/ml),0.24989,0.23750591,0.06048,0.21403,4.0,-0.11128378
Mesothelin (ng/ml),Kallikrein-6 (pg/ml),0.24987,0.15026563,0.060680002,0.21487,4.0,0.3156016
PAR (pg/ml),Follistatin (pg/ml),0.24984,0.24283846,0.034689993,0.21997,4.0,0.08367526
TIMP-1 (pg/ml),Galectin-3 (ng/ml),0.24981,0.24972366,0.09365,0.2184,4.0,0.009292037
Midkine (pg/ml),CA 15-3 (U/ml),0.24957,0.24946265,0.021859996,0.21463,4.0,-0.010361029
sHER2/sEGFR2/sErbB2 (pg/ml),Follistatin (pg/ml),0.24921,0.24914607,0.085020006,0.21878,4.0,-0.007995051
OPN (pg/ml),Leptin (pg/ml),0.249,0.2430942,0.043129995,0.22631,4.0,0.0768492
TGFa (pg/ml),Kallikrein-6 (pg/ml),0.24894,0.24684517,0.07662,0.22248,4.0,0.04576939
TIMP-2 (pg/ml),sPECAM-1 (pg/ml),0.24894,0.24882057,0.022410005,0.21362,4.0,-0.010928759
Thrombospondin-2 (pg/ml),Endoglin (pg/ml),0.2486,0.24792121,0.08970001,0.21673,4.0,0.026053773
Kallikrein-6 (pg/ml),Angiopoietin-2 (pg/ml),0.24851,0.22577795,0.05351001,0.2189,4.0,0.15077151
Thrombospondin-2 (pg/ml),Galectin-3 (ng/ml),0.24839,0.24787425,0.052400008,0.21702,4.0,0.022710277
OPG (ng/ml),CEA (pg/ml),0.24835,0.24804363,0.03485,0.21433,4.0,0.017503561
sHER2/sEGFR2/sErbB2 (pg/ml),CYFRA 21-1 (pg/ml),0.24834,0.24829698,0.094689995,0.21812,4.0,0.006558446
TIMP-1 (pg/ml),Myeloperoxidase (ng/ml),0.24832,0.22985926,0.06219001,0.22841,4.0,0.13587028
Leptin (pg/ml),Follistatin (pg/ml),0.24822,0.24769922,0.02848,0.22377,4.0,0.02282046
Mesothelin (ng/ml),HGF (pg/ml),0.2481,0.24603714,0.045489997,0.21458,4.0,-0.045418732
Prolactin (pg/ml),Midkine (pg/ml),0.24789,0.24321066,0.035410002,0.21659,4.0,-0.06840573
Thrombospondin-2 (pg/ml),SHBG (nM),0.24726,0.23565987,0.046749994,0.22384,4.0,-0.107703894
Prolactin (pg/ml),IL-8 (pg/ml),0.24722,0.24596852,0.05693999,0.21351,4.0,-0.03537625
Kallikrein-6 (pg/ml),Endoglin (pg/ml),0.24719,0.19313134,0.03813,0.22387,4.0,0.23250517
Myeloperoxidase (ng/ml),Angiopoietin-2 (pg/ml),0.24693,0.20571515,0.0632,0.20574,4.0,0.20301443
SHBG (nM),OPG (ng/ml),0.24687,0.19092873,0.034479998,0.21737,4.0,-0.23651907
