X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
Galectin-3 (ng/ml),DKK1 (ng/ml),0.32934,0.3278365,0.06403002,0.27476,3.321928,0.038775075
sEGFR (pg/ml),CD44 (ng/ml),0.32906,0.26992404,0.07187,0.27216,3.321928,0.24317884
G-CSF (pg/ml),AXL (pg/ml),0.32867,0.32578155,0.13905999,0.29731,3.321928,0.053744335
Thrombospondin-2 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.328,0.25797966,0.041480005,0.26682,3.321928,0.2646136
NSE (ng/ml),Leptin (pg/ml),0.32682,-0.20868626,0.017309994,0.2672,3.321928,0.7317829
TIMP-1 (pg/ml),Mesothelin (ng/ml),0.32669,0.30541223,0.066630006,0.27603,3.321928,0.14586896
sFas (pg/ml),CA 15-3 (U/ml),0.3265,0.3229548,0.14496,0.28345,3.321928,-0.05954143
TGFa (pg/ml),OPG (ng/ml),0.32634,0.31035548,0.099879995,0.25318,3.321928,0.12642989
TIMP-2 (pg/ml),GDF15 (ng/ml),0.32623,0.28342614,0.11233999,0.24806,3.321928,0.20689091
G-CSF (pg/ml),DKK1 (ng/ml),0.32622,0.31750998,0.07941,0.27767,3.321928,0.09332752
GDF15 (ng/ml),AFP (pg/ml),0.32569,0.31273696,0.03367001,0.26635,3.321928,-0.11381144
sHER2/sEGFR2/sErbB2 (pg/ml),Prolactin (pg/ml),0.32569,0.30613574,0.15147,0.2885,3.321928,-0.1398365
HE4 (pg/ml),GDF15 (ng/ml),0.32565,0.32023394,0.11889,0.27538,3.321928,0.073593974
IL-6 (pg/ml),CA19-9 (U/ml),0.3256,0.32537243,0.09376,0.18024,3.321928,-0.0150857335
OPG (ng/ml),Follistatin (pg/ml),0.32544,0.27009112,0.09339999,0.24118,3.321928,0.23526342
TGFa (pg/ml),sPECAM-1 (pg/ml),0.32538,0.317035,0.23372999,0.23569,3.321928,-0.091350965
sHER2/sEGFR2/sErbB2 (pg/ml),Angiopoietin-2 (pg/ml),0.3252,0.3132866,0.07042998,0.23529,3.321928,0.10914852
TGFa (pg/ml),OPN (pg/ml),0.32364,0.26107413,0.069159985,0.27567,3.321928,0.25013173
Prolactin (pg/ml),NSE (ng/ml),0.32353,0.27716154,0.055369988,0.27488,3.321928,-0.21533337
OPN (pg/ml),IL-8 (pg/ml),0.32313,0.28267545,0.114620015,0.25952,3.321928,0.20113318
GDF15 (ng/ml),AXL (pg/ml),0.3227,0.32156223,0.065779984,0.23047,3.321928,-0.033730652
sHER2/sEGFR2/sErbB2 (pg/ml),GDF15 (ng/ml),0.32256,0.29438943,0.12271002,0.26199,3.321928,-0.16784093
Prolactin (pg/ml),PAR (pg/ml),0.32235,0.24271452,0.13042,0.27189,3.321928,-0.28219756
OPG (ng/ml),IL-6 (pg/ml),0.32222,0.31528753,0.1722,0.2489,3.321928,-0.083261386
TIMP-1 (pg/ml),sEGFR (pg/ml),0.32198,0.30303362,0.10595,0.28221,3.321928,-0.13764584
Leptin (pg/ml),IL-8 (pg/ml),0.32154,0.2997895,0.07865998,0.2916,3.321928,-0.1474805
Midkine (pg/ml),CD44 (ng/ml),0.32133,0.31343523,0.11220001,0.26003,3.321928,-0.08885254
OPG (ng/ml),GDF15 (ng/ml),0.32069,0.05001077,0.06369999,0.31543,3.321928,0.52026844
Myeloperoxidase (ng/ml),AXL (pg/ml),0.32045,0.31306604,0.12806001,0.28086,3.321928,-0.08593008
Thrombospondin-2 (pg/ml),Prolactin (pg/ml),0.32007,0.3145464,0.14649,0.25127,3.321928,-0.074320816
IL-8 (pg/ml),Endoglin (pg/ml),0.32005,0.3023099,0.11242001,0.26333,3.321928,0.13319193
CA 15-3 (U/ml),Angiopoietin-2 (pg/ml),0.31991,0.2832118,0.02473998,0.25904,3.321928,0.19156769
OPN (pg/ml),Galectin-3 (ng/ml),0.31978,0.29591706,0.009379983,0.25071,3.321928,0.15447633
IL-6 (pg/ml),Follistatin (pg/ml),0.31945,0.23879951,0.16114,0.26276,3.321928,0.28399026
Thrombospondin-2 (pg/ml),OPG (ng/ml),0.31932,0.3158799,0.05137998,0.24226,3.321928,0.05865211
Midkine (pg/ml),Leptin (pg/ml),0.31919,0.30777878,0.09394999,0.22255,3.321928,-0.10682325
sPECAM-1 (pg/ml),Galectin-3 (ng/ml),0.31898,0.31186566,0.09167001,0.24784,3.321928,0.08434668
GDF15 (ng/ml),CYFRA 21-1 (pg/ml),0.31876,0.3175618,0.10005002,0.25938,3.321928,0.03461521
sPECAM-1 (pg/ml),Prolactin (pg/ml),0.31855,0.318549,0.13414,0.25221,3.321928,9.911604E-4
CA-125 (U/ml),Angiopoietin-2 (pg/ml),0.31808,0.3135965,0.09261,0.22928,3.321928,0.066959
PAR (pg/ml),IL-8 (pg/ml),0.31804,0.116179794,0.04313001,0.2444,3.321928,0.44928858
Kallikrein-6 (pg/ml),Endoglin (pg/ml),0.31773,0.27728337,0.0352,0.25686,3.321928,-0.20111349
Thrombospondin-2 (pg/ml),GDF15 (ng/ml),0.31756,0.30692413,0.021539986,0.23626,3.321928,-0.103130236
Mesothelin (ng/ml),Galectin-3 (ng/ml),0.31665,0.3125745,0.09384,0.24556,3.321928,0.06383966
TIMP-2 (pg/ml),IL-6 (pg/ml),0.31618,0.1921199,0.04336998,0.25496,3.321928,-0.35222167
Midkine (pg/ml),CA19-9 (U/ml),0.31584,0.31430864,0.12965001,0.24942,3.321928,-0.03913255
CYFRA 21-1 (pg/ml),AXL (pg/ml),0.31469,0.18207738,0.08346999,0.23893,3.321928,0.36416015
Kallikrein-6 (pg/ml),IL-6 (pg/ml),0.3145,0.293845,0.057170004,0.28705,3.321928,-0.14371845
Mesothelin (ng/ml),GDF15 (ng/ml),0.31435,0.29329747,0.06319,0.24524,3.321928,-0.14509492
GDF15 (ng/ml),Endoglin (pg/ml),0.31422,0.30037215,0.019330025,0.21909,3.321928,0.11767696
Thrombospondin-2 (pg/ml),HGF (pg/ml),0.31418,0.30427763,0.094160005,0.2953,3.321928,0.09951055
HGF (pg/ml),Endoglin (pg/ml),0.31398,0.24225447,0.12311,0.27768,3.321928,0.26781625
OPN (pg/ml),CYFRA 21-1 (pg/ml),0.31397,0.058324188,0.013270006,0.26146,3.321928,0.5056143
sHER2/sEGFR2/sErbB2 (pg/ml),NSE (ng/ml),0.31379,0.28877145,0.11881,0.27132,3.321928,0.15817253
sPECAM-1 (pg/ml),Angiopoietin-2 (pg/ml),0.31359,0.31358385,0.12521999,0.20489,3.321928,0.002475779
Thrombospondin-2 (pg/ml),PAR (pg/ml),0.3133,0.24951655,0.12770002,0.27033,3.321928,0.25255388
Prolactin (pg/ml),CEA (pg/ml),0.31247,0.27517864,0.049129993,0.27729,3.321928,-0.19310968
SHBG (nM),sEGFR (pg/ml),0.31244,0.2997874,0.060860008,0.24258,3.321928,0.112483785
HE4 (pg/ml),CA 15-3 (U/ml),0.31224,0.31185412,0.05539,0.23193,3.321928,-0.019644
PAR (pg/ml),HGF (pg/ml),0.31223,0.26715696,0.10408001,0.2942,3.321928,0.21230409
Leptin (pg/ml),Kallikrein-6 (pg/ml),0.31198,0.310842,0.07072,0.29301,3.321928,-0.033734176
PAR (pg/ml),G-CSF (pg/ml),0.31186,0.25678217,0.062479988,0.26902,3.321928,0.23468666
PAR (pg/ml),Galectin-3 (ng/ml),0.31161,0.29799744,0.062070012,0.26908,3.321928,0.116672955
Myeloperoxidase (ng/ml),FGF2 (pg/ml),0.31103,0.29627952,0.062649995,0.28065,3.321928,0.12145151
NSE (ng/ml),Midkine (pg/ml),0.31083,0.307328,0.105969995,0.2814,3.321928,0.05917786
TIMP-1 (pg/ml),Follistatin (pg/ml),0.31056,0.3101033,0.07202999,0.26444,3.321928,-0.021370608
OPN (pg/ml),Leptin (pg/ml),0.31051,0.30901903,0.115,0.25722,3.321928,0.038613148
Leptin (pg/ml),CA19-9 (U/ml),0.31031,0.3077575,0.0836,0.28957,3.321928,-0.050522346
Midkine (pg/ml),HGF (pg/ml),0.3103,0.22623591,0.06093,0.21462,3.321928,0.28993806
NSE (ng/ml),GDF15 (ng/ml),0.31027,0.30815426,0.026490003,0.22897,3.321928,-0.04599747
NSE (ng/ml),HE4 (pg/ml),0.30979,0.29218048,0.03829001,0.23415,3.321928,-0.13270077
PAR (pg/ml),Myeloperoxidase (ng/ml),0.30931,0.30043396,0.08307999,0.24014,3.321928,0.0942126
IL-8 (pg/ml),Follistatin (pg/ml),0.30922,0.30488494,0.080099985,0.27097,3.321928,0.06584111
IL-6 (pg/ml),CYFRA 21-1 (pg/ml),0.30904,0.29941425,0.06375,0.2873,3.321928,-0.09811092
TIMP-1 (pg/ml),Galectin-3 (ng/ml),0.309,0.2861845,0.04834999,0.28065,3.321928,0.15104796
TIMP-2 (pg/ml),Prolactin (pg/ml),0.309,0.2553945,0.13126999,0.27631,3.321928,-0.23152861
SHBG (nM),AXL (pg/ml),0.30799,0.30028614,0.052440017,0.20696,3.321928,0.08777168
TIMP-1 (pg/ml),sPECAM-1 (pg/ml),0.30786,0.27442205,0.13486,0.2236,3.321928,0.18286046
GDF15 (ng/ml),CEA (pg/ml),0.3067,-0.002317369,0.07080999,0.23645,3.321928,0.5558933
Thrombospondin-2 (pg/ml),Midkine (pg/ml),0.30651,0.26901752,0.072799996,0.26572,3.321928,0.19362974
OPG (ng/ml),CEA (pg/ml),0.30623,0.20493808,0.056669995,0.2472,3.321928,0.31826392
OPN (pg/ml),Endoglin (pg/ml),0.30568,0.30542883,0.06295,0.23211,3.321928,0.015848516
sHER2/sEGFR2/sErbB2 (pg/ml),Endoglin (pg/ml),0.30562,0.19436015,0.08065,0.25854,3.321928,0.33355638
Kallikrein-6 (pg/ml),GDF15 (ng/ml),0.30541,0.30518523,0.09876999,0.22988,3.321928,0.014992232
GDF15 (ng/ml),FGF2 (pg/ml),0.30513,0.29738632,0.021139994,0.24926,3.321928,-0.08799829
DKK1 (ng/ml),CYFRA 21-1 (pg/ml),0.30492,0.2759642,0.14530998,0.26131,3.321928,0.17016396
SHBG (nM),CYFRA 21-1 (pg/ml),0.30479,0.2895668,0.012199998,0.23668,3.321928,-0.12338221
OPG (ng/ml),CYFRA 21-1 (pg/ml),0.30466,0.26749805,0.12529999,0.28094,3.321928,0.19277433
IL-8 (pg/ml),Angiopoietin-2 (pg/ml),0.3045,0.022980213,0.015919983,0.25969,3.321928,0.5305844
TIMP-1 (pg/ml),AFP (pg/ml),0.30375,0.28337863,0.030200005,0.21338,3.321928,-0.14272837
DKK1 (ng/ml),AFP (pg/ml),0.30292,0.29840946,0.12981002,0.24837,3.321928,-0.067160636
IL-6 (pg/ml),GDF15 (ng/ml),0.30263,0.27294874,0.069309995,0.27152,3.321928,0.1722825
OPG (ng/ml),CA19-9 (U/ml),0.30263,0.29915002,0.105249986,0.26904,3.321928,0.05899137
TGFa (pg/ml),CEA (pg/ml),0.30261,0.3014221,0.20777002,0.25314,3.321928,0.034466304
TGFa (pg/ml),Kallikrein-6 (pg/ml),0.30261,0.2643298,0.18686001,0.22648,3.321928,0.19565332
Kallikrein-6 (pg/ml),Galectin-3 (ng/ml),0.30235,0.28988644,0.08762002,0.26148,3.321928,0.111640364
OPN (pg/ml),OPG (ng/ml),0.30229,0.13519847,0.036040008,0.26908,3.321928,0.4087683
Thrombospondin-2 (pg/ml),CA 15-3 (U/ml),0.30223,0.21456172,0.043070003,0.28077,3.321928,0.2960883
Kallikrein-6 (pg/ml),AXL (pg/ml),0.30214,0.22551692,0.11102,0.24176,3.321928,0.27680874
Follistatin (pg/ml),FGF2 (pg/ml),0.30193,0.26674405,0.026010007,0.24183,3.321928,-0.18757923
TIMP-1 (pg/ml),Prolactin (pg/ml),0.30188,0.23015091,0.048989996,0.26523,3.321928,-0.2678229
Mesothelin (ng/ml),CEA (pg/ml),0.30133,0.30124274,0.065620005,0.24567,3.321928,-0.009341946
sHER2/sEGFR2/sErbB2 (pg/ml),OPG (ng/ml),0.30093,0.29962635,0.06891999,0.2323,3.321928,0.036105804
TGFa (pg/ml),AXL (pg/ml),0.30052,0.29755113,0.1701,0.2495,3.321928,-0.05448749
sHER2/sEGFR2/sErbB2 (pg/ml),Mesothelin (ng/ml),0.29955,0.2981052,0.06423999,0.24632,3.321928,0.038010206
G-CSF (pg/ml),CD44 (ng/ml),0.29947,0.27657598,0.039749995,0.23302,3.321928,0.15130769
sEGFR (pg/ml),DKK1 (ng/ml),0.29926,0.29888448,0.107999995,0.25826,3.321928,-0.01937783
OPG (ng/ml),FGF2 (pg/ml),0.29867,0.29823843,0.07582,0.2367,3.321928,-0.020774346
Mesothelin (ng/ml),Follistatin (pg/ml),0.29857,0.29839662,0.07371001,0.21834,3.321928,0.013167391
Angiopoietin-2 (pg/ml),AFP (pg/ml),0.29843,0.28852585,0.11653,0.25921,3.321928,-0.099519566
OPN (pg/ml),DKK1 (ng/ml),0.29811,0.29744917,0.026650012,0.24426,3.321928,-0.02570686
Prolactin (pg/ml),GDF15 (ng/ml),0.29806,0.27080435,0.103369996,0.22379,3.321928,-0.16509289
TIMP-2 (pg/ml),Angiopoietin-2 (pg/ml),0.29803,0.29632276,0.009959996,0.2349,3.321928,0.041318696
HE4 (pg/ml),Galectin-3 (ng/ml),0.29784,0.2628112,0.12311,0.2625,3.321928,-0.18715979
Myeloperoxidase (ng/ml),Follistatin (pg/ml),0.2977,0.2562088,0.048150003,0.26461,3.321928,-0.20369387
IL-6 (pg/ml),HE4 (pg/ml),0.29769,0.29738292,0.15824,0.28626,3.321928,0.017523363
OPN (pg/ml),CEA (pg/ml),0.29723,0.08885226,0.008170009,0.2068,3.321928,0.4564841
HGF (pg/ml),DKK1 (ng/ml),0.29708,0.14110024,0.058469996,0.2621,3.321928,0.39494273
sFas (pg/ml),PAR (pg/ml),0.29686,0.28706512,0.14361002,0.23863,3.321928,-0.09896909
TGFa (pg/ml),Prolactin (pg/ml),0.2967,0.28220347,0.082880005,0.26874,3.321928,0.120401606
TIMP-1 (pg/ml),IL-8 (pg/ml),0.29643,0.105300575,0.03773001,0.24174,3.321928,0.4371835
OPN (pg/ml),Kallikrein-6 (pg/ml),0.2961,0.14423211,0.07239999,0.26329,3.321928,0.3897023
Prolactin (pg/ml),Kallikrein-6 (pg/ml),0.29577,0.26525018,0.06099999,0.19933,3.321928,-0.17469925
TIMP-2 (pg/ml),FGF2 (pg/ml),0.29557,0.26753244,0.11865999,0.21786,3.321928,0.1674442
Galectin-3 (ng/ml),CEA (pg/ml),0.29525,0.29471585,0.108229995,0.24841,3.321928,0.023111826
SHBG (nM),GDF15 (ng/ml),0.29519,0.22528136,0.040899992,0.21389,3.321928,0.26440245
TIMP-2 (pg/ml),CA19-9 (U/ml),0.29354,0.29305515,0.08677,0.23946,3.321928,-0.022019444
CYFRA 21-1 (pg/ml),CD44 (ng/ml),0.29301,0.27487832,0.041759998,0.23351,3.321928,-0.13465393
Myeloperoxidase (ng/ml),CA 15-3 (U/ml),0.29187,0.28850135,0.07019,0.24077,3.321928,0.05803992
SHBG (nM),Angiopoietin-2 (pg/ml),0.29158,0.29073793,0.023719996,0.23229,3.321928,-0.0290185
sFas (pg/ml),CEA (pg/ml),0.2914,0.28364903,0.11387998,0.25249,3.321928,-0.08803944
sEGFR (pg/ml),CA19-9 (U/ml),0.29139,0.27916223,0.078329995,0.20837,3.321928,-0.11057932
Thrombospondin-2 (pg/ml),Follistatin (pg/ml),0.2912,0.28751296,0.112370014,0.21911,3.321928,-0.06072118
IL-8 (pg/ml),AFP (pg/ml),0.29083,0.26098838,0.03891,0.25637,3.321928,-0.1727472
sHER2/sEGFR2/sErbB2 (pg/ml),CD44 (ng/ml),0.29041,0.16604869,0.043190017,0.24288,3.321928,0.352649
OPG (ng/ml),Angiopoietin-2 (pg/ml),0.28963,0.19216605,0.05234,0.24071,3.321928,0.31219217
TIMP-2 (pg/ml),AFP (pg/ml),0.28939,0.28627095,0.10408001,0.25696,3.321928,0.055848554
Follistatin (pg/ml),CEA (pg/ml),0.2893,0.28873092,0.12248999,0.23475,3.321928,-0.023855302
Kallikrein-6 (pg/ml),HE4 (pg/ml),0.28905,0.27950537,0.120560005,0.23371,3.321928,0.09769667
CA 15-3 (U/ml),AFP (pg/ml),0.28888,0.2780087,0.025940001,0.25018,3.321928,-0.10426547
Prolactin (pg/ml),CA 15-3 (U/ml),0.28883,0.2868166,0.109440014,0.22528,3.321928,0.044870935
Kallikrein-6 (pg/ml),CA19-9 (U/ml),0.28878,0.28353018,0.062240005,0.24126,3.321928,-0.07245565
Follistatin (pg/ml),AXL (pg/ml),0.28844,0.2863741,0.081799984,0.20714,3.321928,0.045452133
Kallikrein-6 (pg/ml),Follistatin (pg/ml),0.28826,0.28820968,0.114160016,0.24363,3.321928,0.007094699
Myeloperoxidase (ng/ml),CD44 (ng/ml),0.28795,0.2737877,0.06375001,0.22222,3.321928,-0.11900542
sPECAM-1 (pg/ml),Myeloperoxidase (ng/ml),0.28716,0.28214324,0.038890004,0.24539,3.321928,-0.070829295
sHER2/sEGFR2/sErbB2 (pg/ml),FGF2 (pg/ml),0.28701,0.2742087,0.052020006,0.25319,3.321928,0.11314286
sHER2/sEGFR2/sErbB2 (pg/ml),CEA (pg/ml),0.28674,0.2867201,0.02136001,0.22791,3.321928,0.004462513
Follistatin (pg/ml),Angiopoietin-2 (pg/ml),0.28663,0.26039374,0.06581001,0.2432,3.321928,0.16197611
HGF (pg/ml),CA-125 (U/ml),0.28636,0.1432198,0.052090004,0.25568,3.321928,0.37833872
NSE (ng/ml),Endoglin (pg/ml),0.28636,0.2699321,0.06238,0.25678,3.321928,0.12817141
TIMP-1 (pg/ml),Thrombospondin-2 (pg/ml),0.28543,0.28501183,0.035889998,0.2362,3.321928,0.020449918
OPN (pg/ml),AXL (pg/ml),0.28542,0.2803381,0.07951,0.20182,3.321928,0.07128738
sHER2/sEGFR2/sErbB2 (pg/ml),AFP (pg/ml),0.28539,0.27163354,0.070659995,0.20462,3.321928,-0.117287904
sEGFR (pg/ml),Leptin (pg/ml),0.28476,0.27838144,0.043269992,0.23374,3.321928,0.07986586
sFas (pg/ml),Myeloperoxidase (ng/ml),0.28472,0.28464594,0.063109994,0.23457,3.321928,-0.008606558
Endoglin (pg/ml),AXL (pg/ml),0.2841,0.24419646,0.10006,0.27309,3.321928,0.19975871
HGF (pg/ml),CA 15-3 (U/ml),0.28361,0.27526477,0.048839986,0.22304,3.321928,0.09135209
sPECAM-1 (pg/ml),IL-8 (pg/ml),0.28348,0.28271222,0.072909996,0.21982,3.321928,-0.027708827
Prolactin (pg/ml),CA-125 (U/ml),0.28339,0.26535317,0.084389985,0.22912,3.321928,-0.13430117
OPN (pg/ml),Angiopoietin-2 (pg/ml),0.2832,0.2235823,0.061240003,0.2099,3.321928,0.24416734
TGFa (pg/ml),CD44 (ng/ml),0.28314,0.27990386,0.07885,0.24517,3.321928,0.05688725
sPECAM-1 (pg/ml),NSE (ng/ml),0.28284,0.17277649,0.07255,0.2335,3.321928,0.33175823
Prolactin (pg/ml),G-CSF (pg/ml),0.28275,0.2805937,0.12759002,0.24541,3.321928,0.04643624
Leptin (pg/ml),CYFRA 21-1 (pg/ml),0.28264,0.2779687,0.013420016,0.22731,3.321928,-0.06834694
NSE (ng/ml),CA19-9 (U/ml),0.28264,0.28038028,0.12312001,0.24172,3.321928,-0.04753671
Prolactin (pg/ml),Endoglin (pg/ml),0.28264,0.2802733,0.092290014,0.23729,3.321928,0.048649013
Midkine (pg/ml),GDF15 (ng/ml),0.28248,0.28117806,0.1013,0.18642,3.321928,-0.036082372
NSE (ng/ml),Angiopoietin-2 (pg/ml),0.28239,0.2823314,0.10402001,0.24717,3.321928,0.007654764
Kallikrein-6 (pg/ml),DKK1 (ng/ml),0.28227,0.2552948,0.077050015,0.25253,3.321928,0.16424128
CEA (pg/ml),AXL (pg/ml),0.28189,0.272892,0.061790004,0.22902,3.321928,0.094857894
Endoglin (pg/ml),AFP (pg/ml),0.28179,0.26751104,0.13477999,0.24088,3.321928,-0.1194946
HE4 (pg/ml),AXL (pg/ml),0.28179,0.2813416,0.065929994,0.20519,3.321928,0.021174906
TIMP-2 (pg/ml),AXL (pg/ml),0.28162,0.22037402,0.036709994,0.23529,3.321928,0.24747925
Leptin (pg/ml),AFP (pg/ml),0.28115,0.27017093,0.08254002,0.2271,3.321928,-0.10478115
Prolactin (pg/ml),OPN (pg/ml),0.28106,0.27857348,0.08003,0.22833,3.321928,-0.049865123
sPECAM-1 (pg/ml),CYFRA 21-1 (pg/ml),0.28086,0.24934489,0.058799997,0.23472,3.321928,0.17752501
PAR (pg/ml),CD44 (ng/ml),0.28078,0.2592061,0.038080007,0.22009,3.321928,0.14688055
Midkine (pg/ml),AXL (pg/ml),0.28077,0.27913612,0.044159994,0.24238,3.321928,0.040421166
PAR (pg/ml),Leptin (pg/ml),0.28065,0.2780014,0.10007998,0.22523,3.321928,-0.0514645
Thrombospondin-2 (pg/ml),AXL (pg/ml),0.2806,0.2766306,0.110440016,0.22762,3.321928,0.06300325
OPN (pg/ml),AFP (pg/ml),0.28043,0.2803551,0.045069993,0.23849,3.321928,-0.008653713
Midkine (pg/ml),CEA (pg/ml),0.28023,0.27246472,0.030039996,0.24994,3.321928,-0.08812066
OPN (pg/ml),HGF (pg/ml),0.28016,0.16806403,0.076749995,0.24071,3.321928,0.33480737
sHER2/sEGFR2/sErbB2 (pg/ml),Myeloperoxidase (ng/ml),0.27902,0.27195644,0.058840007,0.21868,3.321928,0.084045105
Galectin-3 (ng/ml),Angiopoietin-2 (pg/ml),0.27873,0.25848728,0.04743001,0.21763,3.321928,-0.14227694
sPECAM-1 (pg/ml),Mesothelin (ng/ml),0.27872,0.27632952,0.02697,0.20358,3.321928,0.04889245
IL-8 (pg/ml),CEA (pg/ml),0.27856,0.27635148,0.13977002,0.22782,3.321928,-0.04699498
TIMP-2 (pg/ml),TGFa (pg/ml),0.27835,0.25802428,0.07146999,0.25952,3.321928,0.14256832
HE4 (pg/ml),CEA (pg/ml),0.27827,0.2772266,0.08757001,0.213,3.321928,0.032301858
HGF (pg/ml),CA19-9 (U/ml),0.27812,0.19331095,0.06459001,0.21412,3.321928,0.29121995
Prolactin (pg/ml),AXL (pg/ml),0.27812,0.25001532,0.12573001,0.21148,3.321928,-0.16764453
Prolactin (pg/ml),CYFRA 21-1 (pg/ml),0.27812,0.2707193,0.06564002,0.22349,3.321928,-0.08602741
Kallikrein-6 (pg/ml),AFP (pg/ml),0.27778,0.27570683,0.059090003,0.23004,3.321928,0.045531973
TIMP-2 (pg/ml),CEA (pg/ml),0.27754,0.21554245,0.038289994,0.22189,3.321928,0.24899307
PAR (pg/ml),OPG (ng/ml),0.27727,0.13139373,0.08563,0.25744,3.321928,0.3819375
Mesothelin (ng/ml),IL-6 (pg/ml),0.2769,0.2641634,0.07164,0.21826,3.321928,-0.112856545
FGF2 (pg/ml),CEA (pg/ml),0.27612,0.27611983,0.10706,0.23508,3.321928,4.0805998E-4
sHER2/sEGFR2/sErbB2 (pg/ml),Kallikrein-6 (pg/ml),0.2758,0.2756755,0.087429985,0.20453,3.321928,-0.011156688
SHBG (nM),CA 15-3 (U/ml),0.27554,0.25079966,0.080780014,0.23336,3.321928,-0.15729064
CA19-9 (U/ml),AXL (pg/ml),0.27553,0.26969552,0.061940014,0.18791,3.321928,-0.076383755
TIMP-1 (pg/ml),Midkine (pg/ml),0.27543,0.11008164,0.03999999,0.24542,3.321928,0.4066305
IL-8 (pg/ml),GDF15 (ng/ml),0.27492,0.2555651,0.07213999,0.23341,3.321928,0.13912179
Endoglin (pg/ml),CD44 (ng/ml),0.27448,0.26051456,0.027659997,0.22905,3.321928,0.11817537
SHBG (nM),Endoglin (pg/ml),0.27436,0.2733036,0.035610005,0.20816,3.321928,-0.032502454
Follistatin (pg/ml),DKK1 (ng/ml),0.27427,0.2734738,0.06364,0.21688,3.321928,-0.02821675
Follistatin (pg/ml),Endoglin (pg/ml),0.27418,0.22022997,0.02034001,0.20047,3.321928,0.23227145
sPECAM-1 (pg/ml),Midkine (pg/ml),0.27369,0.2285355,0.06599,0.21746,3.321928,0.21249582
TIMP-2 (pg/ml),Thrombospondin-2 (pg/ml),0.2736,0.24206579,0.09458001,0.23748,3.321928,-0.17757876
sPECAM-1 (pg/ml),CA-125 (U/ml),0.27345,0.26773983,0.12570998,0.21485,3.321928,0.0755655
SHBG (nM),Leptin (pg/ml),0.27341,0.24804673,0.03114,0.23547,3.321928,-0.1592585
CA-125 (U/ml),AFP (pg/ml),0.27335,0.2690231,0.074190006,0.21042,3.321928,-0.06577935
HGF (pg/ml),CD44 (ng/ml),0.27319,0.23736015,0.043730006,0.24501,3.321928,-0.1892877
OPN (pg/ml),Follistatin (pg/ml),0.27237,0.26370773,0.0138799995,0.22245,3.321928,0.09307131
Myeloperoxidase (ng/ml),CYFRA 21-1 (pg/ml),0.27224,0.25716418,0.06456001,0.20447,3.321928,0.12278374
Thrombospondin-2 (pg/ml),Mesothelin (ng/ml),0.27224,0.24177068,0.097540006,0.20738,3.321928,0.17455466
SHBG (nM),IL-8 (pg/ml),0.27219,0.26832116,0.06489,0.19454,3.321928,-0.062200133
Galectin-3 (ng/ml),FGF2 (pg/ml),0.27217,0.2710746,0.018999994,0.21122,3.321928,-0.033096943
sPECAM-1 (pg/ml),SHBG (nM),0.27207,0.22229299,0.07055999,0.22364,3.321928,0.22310759
Myeloperoxidase (ng/ml),CA-125 (U/ml),0.2717,0.19402352,0.052179992,0.21413,3.321928,0.278705
FGF2 (pg/ml),AFP (pg/ml),0.27143,0.25581768,0.033259988,0.23199,3.321928,-0.12494916
Prolactin (pg/ml),CA19-9 (U/ml),0.27143,0.25789657,0.041299984,0.17864,3.321928,-0.11633318
OPN (pg/ml),Midkine (pg/ml),0.27132,0.25467283,0.082139984,0.21759,3.321928,0.12902392
PAR (pg/ml),CA 15-3 (U/ml),0.2713,0.2712351,0.024330005,0.23475,3.321928,0.008053943
Mesothelin (ng/ml),CA19-9 (U/ml),0.27123,0.2666587,0.044840008,0.21499,3.321928,-0.06761146
OPG (ng/ml),AFP (pg/ml),0.27076,0.2668967,0.07369,0.22745,3.321928,-0.062155463
DKK1 (ng/ml),Angiopoietin-2 (pg/ml),0.27068,0.25463063,0.10204001,0.27068,3.0,0.12668617
TGFa (pg/ml),CA19-9 (U/ml),0.27062,0.26737365,0.12109999,0.20168,3.321928,0.056976765
NSE (ng/ml),Follistatin (pg/ml),0.26991,0.2641421,0.052310005,0.20156,3.321928,-0.07594684
GDF15 (ng/ml),Angiopoietin-2 (pg/ml),0.26947,0.26704437,0.09537001,0.22044,3.321928,0.049250737
Leptin (pg/ml),IL-6 (pg/ml),0.26947,0.25682595,0.028420001,0.1883,3.321928,-0.11244575
OPG (ng/ml),HE4 (pg/ml),0.26902,0.23730452,0.07245,0.20013,3.321928,0.17808837
TIMP-1 (pg/ml),CEA (pg/ml),0.26868,0.26839322,0.07274,0.21141,3.321928,0.016934387
CEA (pg/ml),CD44 (ng/ml),0.26835,0.2392521,0.037320003,0.19653,3.321928,0.17058107
SHBG (nM),OPG (ng/ml),0.26835,0.24438424,0.08318001,0.24106,3.321928,0.15480879
TIMP-1 (pg/ml),CA 15-3 (U/ml),0.26828,0.21393128,0.04941,0.21986,3.321928,0.23312813
HE4 (pg/ml),Endoglin (pg/ml),0.26823,0.20615223,0.06627001,0.23687,3.321928,-0.2491541
Thrombospondin-2 (pg/ml),SHBG (nM),0.26809,0.19436765,0.082120016,0.23671,3.321928,-0.27151862
FGF2 (pg/ml),CA19-9 (U/ml),0.26772,0.13683997,0.030129999,0.22756,3.321928,0.36177346
