X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
TIMP-2 (pg/ml),Follistatin (pg/ml),0.25334,0.25313455,0.027999997,0.23574,4.5849624,0.014333443
DKK1 (ng/ml),AFP (pg/ml),0.25324,0.25323436,0.12641,0.23444,4.5849624,0.0023754786
Endoglin (pg/ml),AFP (pg/ml),0.25249,0.23565835,0.07015999,0.24283,4.5849624,0.12973693
PAR (pg/ml),Follistatin (pg/ml),0.25233,0.25096276,0.037320003,0.22781,4.5849624,0.036976315
IL-8 (pg/ml),CA-125 (U/ml),0.25212,0.19958393,0.030619994,0.23973,4.5849624,0.22920744
AXL (pg/ml),Angiopoietin-2 (pg/ml),0.25164,0.1780531,0.016489998,0.23494,4.5849624,0.27126905
PAR (pg/ml),CD44 (ng/ml),0.25143,0.17197053,0.02880001,0.23753,4.5849624,0.28188556
Midkine (pg/ml),AXL (pg/ml),0.25138,0.25106388,0.027180009,0.23585,4.5849624,0.017779512
SHBG (nM),Prolactin (pg/ml),0.25093,0.24848656,0.04460001,0.23389,4.5849624,-0.04943118
CEA (pg/ml),Angiopoietin-2 (pg/ml),0.25085,0.22011697,0.021389991,0.23684,4.5849624,0.17530836
sPECAM-1 (pg/ml),HE4 (pg/ml),0.25072,0.2295428,0.055999994,0.24109,4.5849624,0.14552385
PAR (pg/ml),OPG (ng/ml),0.25046,0.23873036,0.060560003,0.24051,4.5849624,-0.108303465
sPECAM-1 (pg/ml),HGF (pg/ml),0.24997,0.24763398,0.070130005,0.23499,4.5849624,0.048332423
TIMP-2 (pg/ml),Thrombospondin-2 (pg/ml),0.24989,0.24417819,0.032649994,0.23435,4.5849624,-0.075576544
Midkine (pg/ml),CYFRA 21-1 (pg/ml),0.24961,0.2493143,0.07046001,0.23752,4.5849624,0.017196527
HGF (pg/ml),Endoglin (pg/ml),0.24909,0.24242054,0.018290013,0.2353,4.5849624,-0.08166676
Midkine (pg/ml),CA19-9 (U/ml),0.24893,0.24852905,0.042269997,0.23426,4.5849624,0.020023836
TIMP-1 (pg/ml),Myeloperoxidase (ng/ml),0.24889,0.21638656,0.028729998,0.23385,4.5849624,0.18028712
PAR (pg/ml),NSE (ng/ml),0.24886,0.24871823,0.076230004,0.23289,4.5849624,-0.011906862
OPG (ng/ml),AXL (pg/ml),0.24828,0.24186154,0.02454,0.23636,4.5849624,0.08011536
OPG (ng/ml),IL-8 (pg/ml),0.24801,0.24612147,0.06054999,0.23151,4.5849624,-0.04345715
sEGFR (pg/ml),HE4 (pg/ml),0.24794,0.13785206,0.092470005,0.24301,4.5849624,0.33179504
Myeloperoxidase (ng/ml),AXL (pg/ml),0.24784,0.24538699,0.048800007,0.23323,4.5849624,-0.049527884
TIMP-1 (pg/ml),TGFa (pg/ml),0.24761,0.23342082,0.11748001,0.23121,4.5849624,-0.11911839
Mesothelin (ng/ml),Follistatin (pg/ml),0.24751,0.24110352,0.02098,0.22439,4.5849624,0.0800405
Thrombospondin-2 (pg/ml),IL-8 (pg/ml),0.24745,0.20112237,0.05894001,0.24745,4.4594316,0.21523854
CA 15-3 (U/ml),Angiopoietin-2 (pg/ml),0.24721,0.24697389,0.04975,0.23033,4.5849624,0.015365599
Follistatin (pg/ml),DKK1 (ng/ml),0.2472,0.23282818,0.08903,0.23347,4.5849624,0.11988247
FGF2 (pg/ml),CEA (pg/ml),0.24708,0.21977922,0.093899995,0.23144,4.5849624,0.16522948
TIMP-1 (pg/ml),Follistatin (pg/ml),0.24702,0.24700023,0.036149994,0.23347,4.5849624,-0.0044469642
OPN (pg/ml),Midkine (pg/ml),0.24697,0.23739761,0.046399996,0.23164,4.5849624,0.097838596
SHBG (nM),PAR (pg/ml),0.24639,0.15251324,0.04884,0.23357,4.5849624,0.30639315
sPECAM-1 (pg/ml),DKK1 (ng/ml),0.2462,0.17898467,0.07323,0.23248,4.5849624,0.2592592
IL-6 (pg/ml),DKK1 (ng/ml),0.24619,0.23548788,0.08048999,0.23199,4.5849624,-0.10345102
sEGFR (pg/ml),Follistatin (pg/ml),0.24616,0.23847416,0.059970006,0.23288,4.5849624,0.08766894
Thrombospondin-2 (pg/ml),Leptin (pg/ml),0.246,0.23771258,0.11857,0.23223,4.5849624,-0.091035284
Prolactin (pg/ml),G-CSF (pg/ml),0.24583,0.2396079,0.06554,0.22919,4.5849624,-0.078880325
DKK1 (ng/ml),CA19-9 (U/ml),0.24567,0.23190938,0.094500005,0.22526,4.5849624,0.1173057
sFas (pg/ml),NSE (ng/ml),0.24558,0.24448222,0.029050007,0.23271,4.5849624,0.033132866
sPECAM-1 (pg/ml),IL-6 (pg/ml),0.24527,0.24382363,0.043279998,0.23047,4.5849624,0.038031146
Myeloperoxidase (ng/ml),G-CSF (pg/ml),0.24514,0.24505617,0.041799996,0.23395,4.5849624,0.00915639
Mesothelin (ng/ml),AFP (pg/ml),0.24505,0.23652636,0.024729997,0.22733,4.5849624,0.09232358
Kallikrein-6 (pg/ml),CA19-9 (U/ml),0.24503,0.23833819,0.10143,0.24503,4.321928,-0.08180348
sHER2/sEGFR2/sErbB2 (pg/ml),HE4 (pg/ml),0.24502,0.23625793,0.028730005,0.23049,4.5849624,0.09360598
SHBG (nM),HE4 (pg/ml),0.24497,0.19750659,0.10779999,0.23192,4.5849624,0.21786098
Midkine (pg/ml),Endoglin (pg/ml),0.24475,0.24031284,0.028640002,0.23029,4.5849624,-0.066611946
sPECAM-1 (pg/ml),Galectin-3 (ng/ml),0.24462,0.24102814,0.04045,0.23114,4.5849624,0.05993206
sHER2/sEGFR2/sErbB2 (pg/ml),CD44 (ng/ml),0.2444,0.20841154,0.024499997,0.23082,4.5849624,0.18970622
SHBG (nM),Midkine (pg/ml),0.24437,0.24047647,0.047340006,0.2296,4.5849624,0.06239809
TGFa (pg/ml),Prolactin (pg/ml),0.24394,0.23089723,0.13929999,0.23025,4.5849624,0.11420489
TIMP-2 (pg/ml),CA-125 (U/ml),0.24388,0.23900388,0.04924999,0.22916,4.5849624,-0.0698292
sPECAM-1 (pg/ml),Mesothelin (ng/ml),0.24379,0.16968966,0.029919997,0.22414,4.5849624,0.2722138
NSE (ng/ml),AXL (pg/ml),0.24377,0.22598857,0.054330006,0.22904,4.5849624,-0.13334706
Galectin-3 (ng/ml),CEA (pg/ml),0.24355,0.23670849,0.03384,0.22826,4.5849624,0.082713425
Leptin (pg/ml),Follistatin (pg/ml),0.24355,0.2339289,0.024289995,0.22681,4.5849624,0.09808718
Kallikrein-6 (pg/ml),CA-125 (U/ml),0.24333,0.24169022,0.051629998,0.22452,4.5849624,-0.040494327
Kallikrein-6 (pg/ml),DKK1 (ng/ml),0.24322,0.23291147,0.051840007,0.22996,4.5849624,-0.10153097
sHER2/sEGFR2/sErbB2 (pg/ml),SHBG (nM),0.24307,0.22758666,0.04897,0.22534,4.5849624,0.12443211
Kallikrein-6 (pg/ml),HE4 (pg/ml),0.24306,0.2357524,0.114190005,0.2226,4.5849624,0.08548443
IL-6 (pg/ml),Endoglin (pg/ml),0.24271,0.19519395,0.07536,0.23162,4.5849624,0.21798177
TIMP-2 (pg/ml),AXL (pg/ml),0.24265,0.18922879,0.015469998,0.23064,4.5849624,0.23113029
Galectin-3 (ng/ml),AXL (pg/ml),0.24254,0.2373222,0.028069995,0.22128,4.5849624,0.07223434
sEGFR (pg/ml),Mesothelin (ng/ml),0.2423,0.113238186,0.02437,0.22694,4.5849624,0.35925174
TIMP-1 (pg/ml),HGF (pg/ml),0.24221,0.12183589,0.03543,0.23065,4.5849624,0.34694973
Midkine (pg/ml),GDF15 (ng/ml),0.2422,0.22286496,0.0104200095,0.22416,4.5849624,0.13905051
Mesothelin (ng/ml),Kallikrein-6 (pg/ml),0.24213,0.07298346,0.022849992,0.22801,4.5849624,0.41127428
CYFRA 21-1 (pg/ml),CA 15-3 (U/ml),0.24205,-0.055937335,0.04173,0.22569,4.5849624,0.54588217
sEGFR (pg/ml),AXL (pg/ml),0.242,0.13454825,0.021189995,0.22657,4.5849624,0.32779834
Prolactin (pg/ml),Galectin-3 (ng/ml),0.2408,0.24045804,0.067569986,0.22044,4.5849624,0.018491762
Galectin-3 (ng/ml),FGF2 (pg/ml),0.24051,0.20305417,0.06012,0.22134,4.5849624,0.19353509
Myeloperoxidase (ng/ml),Angiopoietin-2 (pg/ml),0.2405,0.2404798,0.024009999,0.22659,4.5849624,0.004495248
SHBG (nM),OPG (ng/ml),0.24045,0.2382981,0.07148999,0.22236,4.5849624,0.04638851
sHER2/sEGFR2/sErbB2 (pg/ml),AFP (pg/ml),0.24033,0.22859125,0.093100004,0.24033,4.4594316,0.10834553
HGF (pg/ml),CA 15-3 (U/ml),0.24026,0.23140325,0.070130005,0.23172,4.5849624,0.094110355
TIMP-2 (pg/ml),HGF (pg/ml),0.24022,0.21954527,0.036679998,0.2284,4.5849624,-0.14378704
OPG (ng/ml),NSE (ng/ml),0.24006,0.22225484,0.098519996,0.22787,4.5849624,-0.13343596
Follistatin (pg/ml),AFP (pg/ml),0.23998,0.2305848,0.017989993,0.22568,4.5849624,0.09692886
sEGFR (pg/ml),AFP (pg/ml),0.23986,0.22019652,0.066829994,0.227,4.5849624,0.14022651
Endoglin (pg/ml),AXL (pg/ml),0.23984,0.15423915,0.0225,0.22596,4.5849624,0.29257625
Follistatin (pg/ml),AXL (pg/ml),0.23979,0.23183192,0.046519995,0.2247,4.5849624,0.089208044
sFas (pg/ml),Myeloperoxidase (ng/ml),0.23971,0.23948467,0.023399994,0.22498,4.5849624,0.015011164
Follistatin (pg/ml),CA-125 (U/ml),0.23947,0.23897415,0.022689998,0.22131,4.5849624,0.022267843
sHER2/sEGFR2/sErbB2 (pg/ml),Myeloperoxidase (ng/ml),0.23939,0.23878458,0.050390005,0.22879,4.5849624,0.024605138
OPG (ng/ml),HGF (pg/ml),0.23921,0.22992967,0.08858,0.2246,4.5849624,-0.09633444
Thrombospondin-2 (pg/ml),Kallikrein-6 (pg/ml),0.23902,0.23256068,0.07591,0.23017,4.5849624,-0.08036989
Endoglin (pg/ml),DKK1 (ng/ml),0.23888,0.23806694,0.08593999,0.21948,4.5849624,-0.028514156
HGF (pg/ml),AFP (pg/ml),0.23872,0.22531609,0.034390002,0.23872,4.4594316,0.11577527
sPECAM-1 (pg/ml),sFas (pg/ml),0.23867,0.23715019,0.03915,0.22523,4.5849624,0.038984776
Mesothelin (ng/ml),G-CSF (pg/ml),0.23795,0.22174671,0.048989996,0.22606,4.5849624,-0.12729213
Thrombospondin-2 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.23794,-0.4548704,0.060450003,0.22753,4.5849624,0.83235234
Follistatin (pg/ml),FGF2 (pg/ml),0.2379,0.23503885,0.03673,0.22217,4.5849624,0.053489726
TGFa (pg/ml),PAR (pg/ml),0.2375,0.23721416,0.06637001,0.2375,4.321928,0.01690674
Kallikrein-6 (pg/ml),Follistatin (pg/ml),0.23746,0.23172647,0.044850007,0.22294,4.5849624,0.07572013
sEGFR (pg/ml),CA19-9 (U/ml),0.23734,0.23630287,0.07918,0.22612,4.5849624,-0.03220457
sPECAM-1 (pg/ml),Angiopoietin-2 (pg/ml),0.23734,0.20576087,0.03203,0.22456,4.5849624,0.1777052
sHER2/sEGFR2/sErbB2 (pg/ml),OPN (pg/ml),0.2372,0.13810933,0.04912001,0.22267,4.5849624,0.31478673
OPG (ng/ml),FGF2 (pg/ml),0.23703,0.23501821,0.06442,0.22185,4.5849624,-0.044852972
sHER2/sEGFR2/sErbB2 (pg/ml),CYFRA 21-1 (pg/ml),0.23703,-0.71589637,0.027910002,0.22097,4.5849624,0.9761795
sEGFR (pg/ml),OPG (ng/ml),0.23699,0.23606119,0.05574,0.22353,4.5849624,0.030476486
Midkine (pg/ml),CA 15-3 (U/ml),0.23696,0.23691978,0.029949993,0.21294,4.5849624,0.0063421666
SHBG (nM),Leptin (pg/ml),0.23695,0.2219858,0.030049995,0.2255,4.5849624,-0.12232821
sEGFR (pg/ml),IL-8 (pg/ml),0.23694,0.23365319,0.032739997,0.22135,4.5849624,-0.057330657
Leptin (pg/ml),Angiopoietin-2 (pg/ml),0.23692,0.23365536,0.03384,0.2158,4.5849624,0.057137046
Leptin (pg/ml),G-CSF (pg/ml),0.23692,0.23378083,0.07540999,0.21885,4.5849624,0.056028333
IL-6 (pg/ml),AXL (pg/ml),0.23685,0.18292081,0.07527,0.22248,4.5849624,0.23222658
CA 15-3 (U/ml),CA-125 (U/ml),0.23675,-0.45737755,0.07046001,0.2202,4.5849624,0.8331432
sPECAM-1 (pg/ml),Kallikrein-6 (pg/ml),0.23657,0.15713719,0.04099001,0.22548,4.5849624,0.28183827
TIMP-2 (pg/ml),PAR (pg/ml),0.23607,0.17712098,0.01952,0.22277,4.5849624,0.24279422
TGFa (pg/ml),CA 15-3 (U/ml),0.2359,0.23584397,0.16115999,0.2215,4.5849624,0.0074850977
CYFRA 21-1 (pg/ml),Angiopoietin-2 (pg/ml),0.2358,0.16879138,0.074049994,0.2176,4.5849624,0.2588602
Angiopoietin-2 (pg/ml),AFP (pg/ml),0.23571,0.22736672,0.080630004,0.2198,4.5849624,0.09134156
sEGFR (pg/ml),DKK1 (ng/ml),0.2357,0.23370083,0.10916999,0.22087,4.5849624,-0.04471215
CEA (pg/ml),CA 15-3 (U/ml),0.2356,5.337447E-4,0.03018,0.22202,4.5849624,0.4848363
TIMP-1 (pg/ml),CYFRA 21-1 (pg/ml),0.23558,-0.17657614,0.09373,0.22721,4.5849624,0.6419939
sEGFR (pg/ml),CYFRA 21-1 (pg/ml),0.23506,0.23505977,0.04863,0.22301,4.5849624,-4.9060414E-4
sEGFR (pg/ml),Endoglin (pg/ml),0.23472,0.16060078,0.037819996,0.2208,4.5849624,0.27224848
TGFa (pg/ml),DKK1 (ng/ml),0.23443,0.23246278,0.09816,0.23439,4.5849624,0.04435339
Thrombospondin-2 (pg/ml),DKK1 (ng/ml),0.23416,0.17988457,0.058160007,0.2211,4.5849624,0.2329709
SHBG (nM),IL-6 (pg/ml),0.23401,0.22991039,0.049850002,0.22135,4.5849624,0.06402817
OPN (pg/ml),Leptin (pg/ml),0.23392,0.23391978,0.04892999,0.21514,4.5849624,-4.5979448E-4
IL-8 (pg/ml),DKK1 (ng/ml),0.2339,0.20100695,0.048569992,0.22166,4.5849624,0.18136439
CYFRA 21-1 (pg/ml),AXL (pg/ml),0.23387,0.227817,0.03961,0.22095,4.5849624,0.07780107
sPECAM-1 (pg/ml),GDF15 (ng/ml),0.23349,0.18490933,0.09792,0.21941,4.5849624,0.22041026
Midkine (pg/ml),Kallikrein-6 (pg/ml),0.2334,0.21493474,0.043780014,0.21847,4.5849624,-0.13588697
HGF (pg/ml),Follistatin (pg/ml),0.23307,0.23082657,0.023290008,0.21849,4.5849624,0.047364887
sFas (pg/ml),sEGFR (pg/ml),0.23288,0.2288484,0.020799994,0.21753,4.5849624,-0.06349489
SHBG (nM),Galectin-3 (ng/ml),0.23264,0.23144828,0.045319997,0.21435,4.5849624,0.034521226
TIMP-2 (pg/ml),sEGFR (pg/ml),0.23263,0.13661587,0.035570003,0.21548,4.5849624,0.30986145
PAR (pg/ml),Angiopoietin-2 (pg/ml),0.23241,0.21063682,0.024079993,0.21754,4.5849624,0.14755738
SHBG (nM),CA 15-3 (U/ml),0.23234,0.22351436,0.039309993,0.21476,4.5849624,0.09394479
OPN (pg/ml),CYFRA 21-1 (pg/ml),0.23231,0.08778377,0.047119997,0.22272,4.5849624,0.38016605
TIMP-2 (pg/ml),Prolactin (pg/ml),0.23216,0.21894006,0.022090003,0.21764,4.5849624,-0.11497796
PAR (pg/ml),CA19-9 (U/ml),0.23205,0.21955308,0.057499997,0.21926,4.5849624,0.11178963
TIMP-1 (pg/ml),Prolactin (pg/ml),0.23204,0.21330726,0.016939998,0.21952,4.5849624,-0.13686763
CD44 (ng/ml),Angiopoietin-2 (pg/ml),0.23185,0.1859951,0.027280003,0.21741,4.5849624,0.21413757
PAR (pg/ml),AFP (pg/ml),0.2317,0.23161207,0.056730002,0.22209,4.5849624,-0.009376915
OPN (pg/ml),IL-6 (pg/ml),0.23165,0.22806202,0.055329993,0.22213,4.5849624,-0.059899658
Follistatin (pg/ml),Angiopoietin-2 (pg/ml),0.23164,0.114476606,0.021870002,0.21666,4.5849624,0.34229138
Prolactin (pg/ml),PAR (pg/ml),0.23146,0.21944055,0.043170005,0.2165,4.5849624,-0.1096333
NSE (ng/ml),Mesothelin (ng/ml),0.23137,0.20980604,0.024849996,0.21635,4.5849624,-0.14684671
Prolactin (pg/ml),Angiopoietin-2 (pg/ml),0.23135,0.230745,0.042600006,0.21957,4.5849624,-0.024596732
Midkine (pg/ml),CA-125 (U/ml),0.2313,0.23077147,0.03655999,0.2198,4.5849624,0.022989616
G-CSF (pg/ml),CEA (pg/ml),0.23107,0.22555754,0.06877999,0.2119,4.5849624,0.07424598
sFas (pg/ml),Kallikrein-6 (pg/ml),0.23073,0.23026675,0.07985,0.2141,4.5849624,-0.02152321
sFas (pg/ml),Prolactin (pg/ml),0.23067,0.22838444,0.032169998,0.22062,4.5849624,-0.04780757
Mesothelin (ng/ml),HE4 (pg/ml),0.23042,0.15482321,0.036569998,0.21388,4.5849624,0.2749487
TGFa (pg/ml),CEA (pg/ml),0.23033,0.23016907,0.15079,0.21561,4.5849624,-0.0126858745
Prolactin (pg/ml),DKK1 (ng/ml),0.23024,0.22582407,0.05895,0.21319,4.5849624,0.06645249
Kallikrein-6 (pg/ml),G-CSF (pg/ml),0.23022,0.17478967,0.050449997,0.21956,4.5849624,-0.23543647
TIMP-1 (pg/ml),Mesothelin (ng/ml),0.23008,0.22441706,0.03204,0.21644,4.5849624,0.0752525
NSE (ng/ml),CD44 (ng/ml),0.22985,0.20533887,0.023009993,0.21389,4.5849624,-0.15656032
SHBG (nM),CD44 (ng/ml),0.22976,0.21974818,0.03512001,0.21522,4.5849624,0.10005908
IL-6 (pg/ml),Galectin-3 (ng/ml),0.22949,0.221576,0.035170004,0.22044,4.5849624,-0.08896063
SHBG (nM),CA19-9 (U/ml),0.22935,0.22106293,0.040859997,0.21615,4.5849624,0.09103338
Kallikrein-6 (pg/ml),AFP (pg/ml),0.22922,0.22883168,0.04981,0.21411,4.5849624,0.019705875
sEGFR (pg/ml),IL-6 (pg/ml),0.22873,0.14460129,0.082949996,0.21748,4.5849624,0.2900495
NSE (ng/ml),Kallikrein-6 (pg/ml),0.22859,0.21281326,0.040079996,0.21876,4.5849624,-0.1256055
sHER2/sEGFR2/sErbB2 (pg/ml),Angiopoietin-2 (pg/ml),0.22843,0.17123717,0.03284,0.20792,4.5849624,0.23915021
sHER2/sEGFR2/sErbB2 (pg/ml),CA 15-3 (U/ml),0.2284,-0.005061224,0.027310014,0.21068,4.5849624,0.48317826
G-CSF (pg/ml),Follistatin (pg/ml),0.22826,0.15329374,0.034420006,0.21704,4.5849624,0.27379966
TIMP-1 (pg/ml),DKK1 (ng/ml),0.2279,0.07030986,0.032269992,0.21658,4.5849624,0.39697623
GDF15 (ng/ml),CA-125 (U/ml),0.22766,-0.03647405,0.09753001,0.21791,4.5849624,0.51393974
sPECAM-1 (pg/ml),CD44 (ng/ml),0.22756,0.15825897,0.038739994,0.21165,4.5849624,0.2632509
Thrombospondin-2 (pg/ml),FGF2 (pg/ml),0.22734,0.17636213,0.055299997,0.2161,4.5849624,0.22578278
sHER2/sEGFR2/sErbB2 (pg/ml),Endoglin (pg/ml),0.22719,0.17584796,0.03622,0.21171,4.5849624,0.22658782
PAR (pg/ml),Myeloperoxidase (ng/ml),0.22701,0.22688302,0.03363,0.21504,4.5849624,-0.011268225
Midkine (pg/ml),Follistatin (pg/ml),0.22698,0.22133584,0.021960005,0.21179,4.5849624,0.07512758
TGFa (pg/ml),OPG (ng/ml),0.22686,0.22603698,0.07711001,0.2173,4.5849624,-0.028688382
Midkine (pg/ml),Mesothelin (ng/ml),0.22684,0.22553527,0.029770002,0.21292,4.5849624,-0.036121104
sHER2/sEGFR2/sErbB2 (pg/ml),Kallikrein-6 (pg/ml),0.22646,0.22619723,0.024910003,0.21384,4.5849624,0.016210224
Kallikrein-6 (pg/ml),Endoglin (pg/ml),0.22643,0.19410521,0.019890003,0.21213,4.5849624,0.17979094
OPG (ng/ml),G-CSF (pg/ml),0.22641,0.21778701,0.082100004,0.21547,4.5849624,-0.092860036
TIMP-2 (pg/ml),sPECAM-1 (pg/ml),0.22639,0.20506227,0.031570002,0.21303,4.5849624,0.1460402
Galectin-3 (ng/ml),Follistatin (pg/ml),0.22615,0.2254274,0.025150001,0.2161,4.5849624,-0.026881292
TIMP-1 (pg/ml),AXL (pg/ml),0.22607,0.1560745,0.029750004,0.20942,4.5849624,0.26456663
IL-6 (pg/ml),Angiopoietin-2 (pg/ml),0.22578,0.21786964,0.035460003,0.21035,4.5849624,0.08894016
Leptin (pg/ml),CA 15-3 (U/ml),0.22574,0.22331063,0.07426,0.20515,4.5849624,-0.04928866
TIMP-2 (pg/ml),Galectin-3 (ng/ml),0.22573,0.20142806,0.03976001,0.20851,4.5849624,-0.1558908
TIMP-1 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.22568,-0.22567493,0.015369996,0.21202,4.5849624,0.6718295
GDF15 (ng/ml),CEA (pg/ml),0.22555,0.004274085,0.044689998,0.21276,4.5849624,0.47039974
Leptin (pg/ml),HGF (pg/ml),0.22537,0.1426312,0.060210004,0.2054,4.5849624,0.28764352
HE4 (pg/ml),Angiopoietin-2 (pg/ml),0.22534,0.22312266,0.07281999,0.21357,4.5849624,-0.04708867
TIMP-2 (pg/ml),NSE (ng/ml),0.22526,0.20613515,0.029650003,0.21254,4.5849624,-0.13829261
sPECAM-1 (pg/ml),Leptin (pg/ml),0.22505,0.19714957,0.062069997,0.21048,4.5849624,0.1670342
TIMP-2 (pg/ml),Myeloperoxidase (ng/ml),0.22487,0.22349633,0.029130004,0.21117,4.5849624,-0.037062883
CYFRA 21-1 (pg/ml),CEA (pg/ml),0.22486,-0.13206844,0.10745,0.21038,4.5849624,0.5974349
IL-8 (pg/ml),AXL (pg/ml),0.22485,0.22434689,0.029510006,0.20873,4.5849624,0.022430075
Leptin (pg/ml),CYFRA 21-1 (pg/ml),0.22465,0.22084309,0.09655,0.20699,4.5849624,-0.061700158
sPECAM-1 (pg/ml),Myeloperoxidase (ng/ml),0.22465,0.21626441,0.07657999,0.21384,4.5849624,0.09157286
sEGFR (pg/ml),OPN (pg/ml),0.22463,0.22154659,0.02826,0.21115,4.5849624,-0.055528462
OPG (ng/ml),Endoglin (pg/ml),0.22459,0.21776599,0.06351,0.21434,4.5849624,0.08260757
TIMP-1 (pg/ml),IL-6 (pg/ml),0.22446,0.22432843,0.05375001,0.20964,4.5849624,-0.011470406
OPG (ng/ml),CA-125 (U/ml),0.22432,0.22430544,0.04952,0.20986,4.5849624,0.0038164058
TIMP-1 (pg/ml),Galectin-3 (ng/ml),0.22428,0.20833188,0.01433,0.20912,4.5849624,0.12628588
OPN (pg/ml),FGF2 (pg/ml),0.22386,0.18205976,0.023450002,0.20936,4.5849624,0.20445102
TIMP-2 (pg/ml),sHER2/sEGFR2/sErbB2 (pg/ml),0.22355,0.22334094,0.03164,0.20616,4.5849624,-0.0144591965
NSE (ng/ml),Galectin-3 (ng/ml),0.22346,0.19175996,0.026089996,0.21233,4.5849624,0.17804505
IL-8 (pg/ml),CA 15-3 (U/ml),0.22337,0.21584143,0.0958,0.20724,4.5849624,0.08676734
Leptin (pg/ml),CA-125 (U/ml),0.22328,0.21818249,0.059699997,0.2068,4.5849624,-0.0713968
PAR (pg/ml),CA-125 (U/ml),0.22314,0.19759378,0.039680004,0.20951,4.5849624,0.15983185
PAR (pg/ml),IL-6 (pg/ml),0.22313,0.21625364,0.025979996,0.21269,4.5849624,0.082923815
TIMP-2 (pg/ml),GDF15 (ng/ml),0.22305,0.20437253,0.020830005,0.21114,4.5849624,0.13666555
Prolactin (pg/ml),Kallikrein-6 (pg/ml),0.22301,0.22274706,0.0229,0.20351,4.5849624,-0.01621573
Kallikrein-6 (pg/ml),Angiopoietin-2 (pg/ml),0.22267,0.2222535,0.044609994,0.20446,4.5849624,0.020408235
HE4 (pg/ml),Galectin-3 (ng/ml),0.22262,0.22244197,0.05468999,0.21111,4.5849624,-0.013342614
Mesothelin (ng/ml),CA19-9 (U/ml),0.22228,0.21673065,0.025849998,0.20804,4.5849624,-0.07449391
sHER2/sEGFR2/sErbB2 (pg/ml),CA19-9 (U/ml),0.2222,0.025479138,0.05647999,0.20988,4.5849624,0.44353226
Leptin (pg/ml),IL-8 (pg/ml),0.22192,0.21878706,0.08091,0.20152,4.5849624,-0.055972666
GDF15 (ng/ml),Follistatin (pg/ml),0.22179,0.21960996,0.060990006,0.20269,4.5849624,0.046690974
sFas (pg/ml),Mesothelin (ng/ml),0.22176,0.22040072,0.013140008,0.20792,4.5849624,-0.036868438
HE4 (pg/ml),AXL (pg/ml),0.22149,0.1972521,0.053949997,0.20632,4.5849624,0.15568526
OPN (pg/ml),CEA (pg/ml),0.22112,0.16916798,0.01470001,0.20329,4.5849624,0.22792986
TIMP-1 (pg/ml),sFas (pg/ml),0.22085,0.21716382,0.019529998,0.20644,4.5849624,0.060714014
TGFa (pg/ml),Myeloperoxidase (ng/ml),0.22079,0.22077642,0.054870002,0.21862,4.5849624,-0.0036850648
PAR (pg/ml),OPN (pg/ml),0.22056,0.2003482,0.041370004,0.20364,4.5849624,0.14216824
TIMP-1 (pg/ml),sEGFR (pg/ml),0.22048,0.22015019,0.03645,0.20473,4.5849624,0.018160652
OPN (pg/ml),G-CSF (pg/ml),0.2204,0.15964982,0.019339994,0.20766,4.5849624,0.24647555
TIMP-1 (pg/ml),CA19-9 (U/ml),0.22032,0.11463948,0.04405999,0.20623,4.5849624,0.3250854
TIMP-2 (pg/ml),Midkine (pg/ml),0.22032,0.21897538,0.045040004,0.20605,4.5849624,-0.036669005
PAR (pg/ml),CYFRA 21-1 (pg/ml),0.22016,0.1950502,0.05608999,0.21231,4.5849624,0.15846072
NSE (ng/ml),CA 15-3 (U/ml),0.2201,0.22009076,0.033659995,0.20641,4.5849624,0.0030402779
sPECAM-1 (pg/ml),OPN (pg/ml),0.22004,0.21592875,0.02271,0.20154,4.5849624,0.06411895
OPG (ng/ml),Midkine (pg/ml),0.21984,0.2163746,0.033790007,0.2057,4.5849624,-0.05886759
sFas (pg/ml),Midkine (pg/ml),0.21984,0.21973753,0.035459995,0.20691,4.5849624,0.010123032
TGFa (pg/ml),Follistatin (pg/ml),0.21961,-0.18089116,0.07626,0.20502,4.5849624,0.6328516
sPECAM-1 (pg/ml),OPG (ng/ml),0.21948,0.20287982,0.062470004,0.20752,4.5849624,0.12884167
sHER2/sEGFR2/sErbB2 (pg/ml),IL-8 (pg/ml),0.21932,0.12041895,0.052379996,0.20263,4.5849624,0.31448537
Thrombospondin-2 (pg/ml),Angiopoietin-2 (pg/ml),0.21912,0.1784949,0.03760001,0.20503,4.5849624,0.20155667
Endoglin (pg/ml),CD44 (ng/ml),0.21891,0.11785589,0.028329998,0.20822,4.5849624,0.31789008
TIMP-1 (pg/ml),IL-8 (pg/ml),0.21886,0.16904315,0.029970005,0.20545,4.5849624,0.22319686
TIMP-1 (pg/ml),CD44 (ng/ml),0.21876,0.19432929,0.04558,0.20635,4.5849624,0.15630326
Prolactin (pg/ml),CA-125 (U/ml),0.21873,0.21867634,0.05386001,0.20518,4.5849624,0.0073249796
Thrombospondin-2 (pg/ml),Follistatin (pg/ml),0.2187,0.21826208,0.04183,0.2052,4.5849624,0.020926742
